ticker,name,sector,most_recent_quarter,price_from,roc,earnings_yield,book_market_ratio,roc_rank,earnings_yield_rank,magic_rank
EA,Electronic Arts Inc.,Communication Services,2022-12-31,2023-03-18,2.4440894568690097,0.047465787295876166,0.24212615791795325,29,599,628
DECK,Deckers Outdoor Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.7672870399521361,0.06311413840776581,0.16282020182418008,175,453,628
INT,World Fuel Services Corporation,Energy,2022-12-31,2023-03-18,0.3158084696823869,0.1286332699872874,1.3716795201371037,486,143,629
MAR,"Marriott International, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,1.0801597051597052,0.05487806366257136,0.011519808528059457,103,527,630
CACI,CACI International Inc,Technology,2022-12-31,2023-03-18,0.8397134634552044,0.06057645895573475,0.49449551128438074,155,475,630
GEF,"Greif, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.3160079237807754,0.1264497734524349,0.6674002751031638,484,148,632
NSP,"Insperity, Inc.",Industrials,2022-12-31,2023-03-18,1.0121158254198437,0.05559392652985958,0.018445934330410863,112,521,633
GEF-B,"Greif, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.3160079237807754,0.12644968181092878,0.5526982770895629,484,149,633
TPR,"Tapestry, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.42145488751273813,0.09061599161761374,0.23965770171149145,371,265,636
HD,"The Home Depot, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.582656219771716,0.07099935226148177,0.005329588404591005,250,388,638
ON,ON Semiconductor Corporation,Technology,2022-12-31,2023-03-18,0.5574815655133295,0.07230453455263285,0.18302248339294838,262,378,640
OI,"O-I Glass, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2955832389580974,0.1396469512765559,0.4363982848975703,516,124,640
WHD,"Cactus, Inc.",Energy,2022-12-31,2023-03-18,0.4970239844189424,0.07785720981670412,0.25498235134401304,305,338,643
DXC,DXC Technology Company,Technology,2022-12-31,2023-03-18,0.2999284180386543,0.13572357376632768,0.8851221640488655,511,133,644
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2653863038725727,0.1906176708582644,0.6779076923076923,569,77,646
TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.24842969346793625,0.25000507616813755,1.2060478199718707,600,46,646
MD,"Pediatrix Medical Group, Inc.",Healthcare,2022-12-31,2023-03-18,0.6851404349720714,0.06481723557994393,0.7621942697414396,216,432,648
TTEK,"Tetra Tech, Inc.",Industrials,2022-12-31,2023-03-18,0.8958926794905859,0.056653507077253716,0.17876239758516604,141,508,649
ADP,"Automatic Data Processing, Inc.",Industrials,2022-12-31,2023-03-18,3.9931779420125073,0.04512559356743565,0.03380076915861551,17,633,650
GEN,Gen Digital Inc.,Technology,2022-12-31,2023-03-18,2.4271844660194173,0.04586822291759068,0.1256127450980392,30,620,650
MRK,"Merck & Co., Inc.",Healthcare,2022-12-31,2023-03-18,0.7448647723382403,0.06181191309315077,0.17408261287223825,187,464,651
RRC,Range Resources Corporation,Energy,2022-12-31,2023-03-18,0.2641792378266488,0.18829062978765126,0.5300262237762239,570,81,651
EEFT,"Euronet Worldwide, Inc.",Technology,2022-12-31,2023-03-18,0.6674993884313449,0.06519238051757409,0.24000768639508072,224,428,652
DISH,DISH Network Corporation,Communication Services,2022-12-31,2023-03-18,0.3424551468559348,0.10709047509975886,3.7125274725274724,451,201,652
COHU,"Cohu, Inc.",Technology,2022-12-31,2023-03-18,0.4188155339184524,0.0879714458822102,0.5252821063944115,378,275,653
TPL,Texas Pacific Land Corporation,Energy,2022-12-31,2023-03-18,1.8228076658757018,0.04662508660425325,0.06148962223718851,47,608,655
ABBV,AbbVie Inc.,Healthcare,2022-12-31,2023-03-18,1.7315621210450887,0.04688227813714441,0.06324082479574633,52,605,657
SHLS,"Shoals Technologies Group, Inc.",Technology,2022-12-31,2023-03-18,1.5360739312928968,0.047289218649561225,0.1050721034311288,55,602,657
GILD,"Gilead Sciences, Inc.",Healthcare,2022-12-31,2023-03-18,0.8710635002581312,0.05656427134975817,0.22032078644418576,148,510,658
DOV,Dover Corporation,Industrials,2022-12-31,2023-03-18,0.7163289265635308,0.06269511328216708,0.22466866808230213,200,458,658
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.33647604359313227,0.10587025967932383,0.21517351030001383,457,203,660
DNOW,NOW Inc.,Energy,2022-12-31,2023-03-18,0.28313253012048195,0.15226898673745332,0.7575968222442899,545,115,660
AAPL,Apple Inc.,Technology,2022-12-31,2023-03-18,2.1443399345996985,0.04558625921114152,0.023103225806451612,35,627,662
DGX,Quest Diagnostics Incorporated,Healthcare,2022-12-31,2023-03-18,0.5258555133079847,0.07209379425026387,0.4036341519045085,282,382,664
DIOD,Diodes Incorporated,Technology,2022-12-31,2023-03-18,0.34626924990984803,0.10045189547225333,0.3794050604057443,443,221,664
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2384321066922464,0.2543656659882297,1.1600744724865535,622,43,665
BKNG,Booking Holdings Inc.,Consumer Cyclical,2022-12-31,2023-03-18,2.378169790518192,0.044425174054792,0.03010221848946064,31,639,670
FANG,"Diamondback Energy, Inc.",Energy,2022-12-31,2023-03-18,0.24619246861924687,0.1942613349632177,0.6778508771929824,602,72,674
POOL,Pool Corporation,Industrials,2022-12-31,2023-03-18,0.551043255302496,0.06757017402573187,0.09248749378345962,267,409,676
CPE,Callon Petroleum Company,Energy,2022-12-31,2023-03-18,0.22373361434638514,0.28455150845575156,1.6830588235294117,648,29,677
DEN,Denbury Inc.,Energy,2022-12-31,2023-03-18,0.28179251065614425,0.1387272911458,0.39883329012185637,550,128,678
OXY,Occidental Petroleum Corporation,Energy,2022-12-31,2023-03-18,0.25299816268581926,0.1841686891957741,0.3862004103967169,593,85,678
ESAB,ESAB Corporation,Industrials,2022-12-31,2023-03-18,0.49600560004732436,0.07312121440882959,0.3804266847273959,307,374,681
SYNH,"Syneos Health, Inc.",Healthcare,2022-12-31,2023-03-18,0.6482864491895644,0.06337038844276448,1.0164920682430412,232,450,682
GLP,Global Partners LP,Energy,2022-12-31,2023-03-18,0.2399370298743204,0.2063733126365081,0.649744984699082,618,64,682
PRFT,"Perficient, Inc.",Technology,2022-12-31,2023-03-18,0.9497057602456721,0.05209766246495262,0.17735376454987475,128,555,683
CDW,CDW Corporation,Technology,2022-12-31,2023-03-18,0.8051857042747022,0.055197084738596774,0.06291943632012763,162,523,685
CCS,"Century Communities, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.23003717967084913,0.25115689620751974,1.1483964025114541,640,45,685
PPC,Pilgrim's Pride Corporation,Consumer Defensive,2022-12-31,2023-03-18,0.2757438902627577,0.13697600202441707,0.5191443388072602,555,131,686
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,2022-12-31,2023-03-18,0.927759623928684,0.05205111196544402,0.17697444831591175,132,557,689
BECN,"Beacon Roofing Supply, Inc.",Industrials,2022-12-31,2023-03-18,0.30777981972521223,0.10946119446595075,0.5274586519651432,497,192,689
LAD,"Lithia Motors, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.26000054797523153,0.16410537333941133,0.9098859678419772,582,107,689
ESTE,"Earthstone Energy, Inc.",Energy,2022-12-31,2023-03-18,0.22948912368201466,0.23684367209628715,1.3252559726962456,641,49,690
SLB,Schlumberger Limited,Energy,2022-12-31,2023-03-18,0.536874154262517,0.06631919651970336,0.2787153088630259,274,418,692
MHO,"M/I Homes, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.21679217087708297,0.2750786852331036,1.2838380401497107,660,32,692
ITW,Illinois Tool Works Inc.,Industrials,2022-12-31,2023-03-18,0.8414811732889536,0.05343130936976945,0.04405813498107132,154,541,695
WTS,"Watts Water Technologies, Inc.",Industrials,2022-12-31,2023-03-18,0.687049574142826,0.059443211633299985,0.24301523158221947,212,483,695
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.3002762633471387,0.11040755135323793,0.5342458400429415,510,186,696
UPS,"United Parcel Service, Inc.",Industrials,2022-12-31,2023-03-18,0.3747707307655179,0.08730356777981028,0.12331495262058997,417,280,697
ACLS,"Axcelis Technologies, Inc.",Technology,2022-12-31,2023-03-18,0.7843422974866581,0.05445955383248271,0.15878178131336768,171,530,701
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,2022-12-31,2023-03-18,0.5612141267758316,0.0641253238054264,0.28330502240353106,260,442,702
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2133181385363111,0.2629566351017555,1.1609430362496593,666,37,703
JKHY,"Jack Henry & Associates, Inc.",Technology,2022-12-31,2023-03-18,1.9425637982691835,0.042495074678305704,0.14135600163867265,42,662,704
LKQ,LKQ Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.3632225762403277,0.08821495309941252,0.3774981495188749,432,274,706
HNI,HNI Corporation,Industrials,2022-12-31,2023-03-18,0.29145539906103285,0.11193618465029948,0.5490781710914454,528,179,707
J,Jacobs Solutions Inc.,Industrials,2022-12-31,2023-03-18,0.741869801084991,0.05578802453540256,0.43181496550504156,189,519,708
TSN,"Tyson Foods, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.27526377491207504,0.12501874983076677,0.9431670652545269,556,152,708
TRMB,Trimble Inc.,Technology,2022-12-31,2023-03-18,1.0,0.04748984235444623,0.3364923076923077,114,597,711
NFLX,"Netflix, Inc.",Communication Services,2022-12-31,2023-03-18,4.269702207820164,0.04028968300742024,0.1537199341021417,14,698,712
MRO,Marathon Oil Corporation,Energy,2022-12-31,2023-03-18,0.22532200911187356,0.20015293594902678,0.8490566037735849,645,67,712
MAT,"Mattel, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.38776054202844396,0.0822371037260122,0.35704615384615385,406,309,715
TOL,"Toll Brothers, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.22938222257794016,0.1929798789435528,0.9707473556441824,642,73,715
AWI,"Armstrong World Industries, Inc.",Industrials,2022-12-31,2023-03-18,0.4280559314388814,0.07611483774679975,0.172596295207292,368,348,716
WCC,"WESCO International, Inc.",Industrials,2022-12-31,2023-03-18,0.2828609199202765,0.11590148252980655,0.633039965372962,548,168,716
EXP,Eagle Materials Inc.,Basic Materials,2022-12-31,2023-03-18,0.3088480142459018,0.09937125719742403,0.24377653123104914,493,224,717
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.24824338372515375,0.1491661481665405,0.45759089860865554,601,117,718
ABM,ABM Industries Incorporated,Industrials,2023-01-31,2023-03-18,0.4257518796992481,0.07589413777309109,0.5989480905556827,369,350,719
KEYS,"Keysight Technologies, Inc.",Technology,2023-01-31,2023-03-18,0.7957707289927657,0.05220683462450313,0.15933874709976797,169,552,721
HUM,Humana Inc.,Healthcare,2022-12-31,2023-03-18,0.7073605417929067,0.05584327350768019,0.2472263141963475,204,518,722
AVY,Avery Dennison Corporation,Industrials,2022-12-31,2023-03-18,0.5065457265756499,0.06586607051724376,0.1510662581846579,299,423,722
ALB,Albemarle Corporation,Basic Materials,2022-12-31,2023-03-18,0.31796001969140025,0.0940719093923081,0.32677826274641464,476,247,723
DHR,Danaher Corporation,Healthcare,2022-12-31,2023-03-18,1.3615692554043235,0.04309825219130519,0.2736047085940072,69,656,725
IMKTA,"Ingles Markets, Incorporated",Consumer Defensive,2022-12-31,2023-03-18,0.22204117574064,0.19226450832511466,0.7836404494382022,653,74,727
KAI,Kadant Inc.,Industrials,2022-12-31,2023-03-18,0.46559830331492014,0.06970678686602796,0.28416032470826996,331,398,729
LBRT,Liberty Energy Inc.,Energy,2022-12-31,2023-03-18,0.23397433410877028,0.16693029875317383,0.6606635071090048,629,100,729
DOX,Amdocs Limited,Technology,2022-12-31,2023-03-18,0.6336840678658553,0.05817399293242709,0.3232527472527473,238,492,730
NRC,National Research Corporation,Healthcare,2022-12-31,2023-03-18,2.025116150696904,0.040635279390067634,0.0687823225199812,39,693,732
TER,"Teradyne, Inc.",Technology,2022-12-31,2023-03-18,0.7205779396177676,0.05406289660087852,0.1497431018078021,198,535,733
CL,Colgate-Palmolive Company,Consumer Defensive,2022-12-31,2023-03-18,0.757017176372015,0.05211686348320109,0.0066897506925207755,182,554,736
BMY,Bristol-Myers Squibb Company,Healthcare,2022-12-31,2023-03-18,0.7532631578947369,0.052425572963329024,0.2225311889373215,185,551,736
MIDD,The Middleby Corporation,Industrials,2022-12-31,2023-03-18,0.48585760792134575,0.06592764143574592,0.38936631295770435,315,422,737
LMT,Lockheed Martin Corporation,Industrials,2022-12-31,2023-03-18,0.6934105582985188,0.054773724635317295,0.07830510657479553,210,528,738
DOW,Dow Inc.,Basic Materials,2022-12-31,2023-03-18,0.2416607015032212,0.13955686839604498,0.5876049580167932,614,125,739
SWKS,"Skyworks Solutions, Inc.",Technology,2022-12-31,2023-03-18,0.41259779567129234,0.07488981170219039,0.3058034540194618,385,356,741
MP,MP Materials Corp.,Basic Materials,2022-12-31,2023-03-18,0.36529594785968866,0.08130879302476984,0.2750186150409531,430,312,742
IT,"Gartner, Inc.",Technology,2022-12-31,2023-03-18,1.4262548071572543,0.04111797033372439,0.009511058216800554,60,683,743
APH,Amphenol Corporation,Technology,2022-12-31,2023-03-18,0.7259354550030762,0.05251255754203787,0.1536007292616226,196,547,743
AVTR,"Avantor, Inc.",Basic Materials,2022-12-31,2023-03-18,0.6503435425643415,0.0563859106726045,0.3470361445783132,231,512,743
WSO,"Watsco, Inc.",Industrials,2022-12-31,2023-03-18,0.45331263318046255,0.06816007248987614,0.1763894523326572,341,405,746
SCCO,Southern Copper Corporation,Basic Materials,2022-12-31,2023-03-18,0.37364096132389707,0.0794095102297486,0.15353105270885334,418,328,746
WSO-B,"Watsco, Inc.",Industrials,2022-12-31,2023-03-17,0.45331263318046255,0.06816002100268093,0.17627027027027029,341,406,747
MEDP,"Medpace Holdings, Inc.",Healthcare,2022-12-31,2023-03-18,0.9323558044540792,0.04597183455670095,0.07091374893253628,130,618,748
GPC,Genuine Parts Company,Consumer Cyclical,2022-12-31,2023-03-18,0.5210594556071151,0.062227919012289766,0.16593447275868453,288,460,748
LECO,"Lincoln Electric Holdings, Inc.",Industrials,2022-12-31,2023-03-18,0.5429967969552315,0.06049733900909629,0.11175042032505138,270,479,749
LFUS,"Littelfuse, Inc.",Technology,2022-12-31,2023-03-18,0.441433780229456,0.06971848719030438,0.35505725190839693,355,397,752
BBY,"Best Buy Co., Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.31693324061196104,0.08867460098394699,0.16490290629479995,480,272,752
ITT,ITT Inc.,Industrials,2022-12-31,2023-03-18,0.39398638752476955,0.07539527594917643,0.34318899128897873,401,353,754
CC,The Chemours Company,Basic Materials,2022-12-31,2023-03-18,0.24392876416621695,0.12805658837412265,0.25999302406696895,610,144,754
LYB,LyondellBasell Industries N.V.,Basic Materials,2022-12-31,2023-03-18,0.23914789098294836,0.13494854996842176,0.4573571091166745,619,135,754
FISV,"Fiserv, Inc.",Technology,2022-12-31,2023-03-18,1.4019157088122605,0.040799936936227695,0.4523712674493852,64,691,755
AMKR,"Amkor Technology, Inc.",Technology,2022-12-31,2023-03-18,0.23025858268088853,0.1520123299234091,0.6050525464834277,639,116,755
AIT,"Applied Industrial Technologies, Inc.",Industrials,2022-12-31,2023-03-18,0.39900121999268956,0.07447194633548662,0.2538985101716706,393,363,756
BYD,Boyd Gaming Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.29188874778415264,0.09809201747330591,0.25789298216369394,526,230,756
CRI,"Carter's, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2825032295782218,0.10362060445723253,0.30102578714916656,549,208,757
GOOGL,Alphabet Inc.,Communication Services,2022-12-31,2023-03-18,0.5534410079829533,0.057918536971550846,0.19617201338319226,264,496,760
BR,"Broadridge Financial Solutions, Inc.",Technology,2022-12-31,2023-03-18,1.968527918781726,0.03831954117329997,0.11230393607576207,40,721,761
DOOR,Masonite International Corporation,Industrials,2022-12-31,2023-03-18,0.24463743219540415,0.12451981739308951,0.3884448101563419,607,154,761
ATVI,"Activision Blizzard, Inc.",Communication Services,2022-12-31,2023-03-18,9.595854922279793,0.03389036475726148,0.3106469173313078,2,760,762
IEX,IDEX Corporation,Industrials,2022-12-31,2023-03-18,0.9528461167390255,0.044681489217149276,0.18631222768146843,127,635,762
GOOG,Alphabet Inc.,Communication Services,2022-12-31,2023-03-18,0.5534410079829533,0.05787034232762468,0.194563732188171,264,498,762
SNDR,"Schneider National, Inc.",Industrials,2022-12-31,2023-03-18,0.23285643808584114,0.13637891041365746,0.6087471352177234,631,132,763
PTVE,Pactiv Evergreen Inc.,Consumer Cyclical,2022-12-31,2023-03-18,0.23580034423407917,0.1307324272288269,1.1372549019607843,624,140,764
ABT,Abbott Laboratories,Healthcare,2022-12-31,2023-03-18,0.760623849995619,0.048753950502562725,0.21761674054221214,181,584,765
AR,Antero Resources Corporation,Energy,2022-12-31,2023-03-18,0.19062167539323058,0.21792282080629033,1.0472568003688334,711,54,765
DAR,Darling Ingredients Inc.,Consumer Defensive,2022-12-31,2023-03-18,0.31753999063533606,0.08581122210162324,0.45011342155009454,479,289,768
FFIV,"F5, Inc.",Technology,2022-12-31,2023-03-18,0.8954946340611274,0.04558005964038016,0.3052298728060826,142,628,770
FMC,FMC Corporation,Basic Materials,2022-12-31,2023-03-18,0.43627074370006147,0.06710434631715975,0.23260963211854915,358,413,771
ADM,Archer-Daniels-Midland Company,Consumer Defensive,2022-12-31,2023-03-18,0.2453792502179599,0.1162415952217724,0.5977511446269863,604,167,771
INSW,"International Seaways, Inc.",Energy,2022-12-31,2023-03-18,0.20977928226021292,0.17316956928963223,0.743811394891945,676,95,771
ADI,"Analog Devices, Inc.",Technology,2023-01-31,2023-03-18,1.1327598760027873,0.041032922110608105,0.38858218993812216,88,687,775
AME,"AMETEK, Inc.",Industrials,2022-12-31,2023-03-18,0.8909904287412389,0.045505409229745074,0.24075116675309283,145,631,776
CBT,Cabot Corporation,Basic Materials,2022-12-31,2023-03-18,0.25700311249444197,0.11059528212925354,0.24964469834192562,592,184,776
KO,The Coca-Cola Company,Consumer Defensive,2022-12-31,2023-03-18,0.9964322524379609,0.0424440705059333,0.09280239920026657,115,664,779
SANM,Sanmina Corporation,Technology,2022-12-31,2023-03-18,0.23085370003232214,0.1277533204423775,0.6237574903066619,637,145,782
PRG,"PROG Holdings, Inc.",Industrials,2022-12-31,2023-03-18,0.243621255526408,0.1143853049486783,0.5183762549105194,611,172,783
BAH,Booz Allen Hamilton Holding Corporation,Industrials,2022-12-31,2023-03-18,0.8202781840292451,0.0456374663371048,0.10291492486724663,159,625,784
GWW,"W.W. Grainger, Inc.",Industrials,2022-12-31,2023-03-18,0.4896129455499672,0.06081348723555899,0.07317407686510927,312,472,784
PKG,Packaging Corporation of America,Consumer Cyclical,2022-12-31,2023-03-18,0.26094545454545454,0.10325551397682523,0.3234605717876218,576,210,786
HUBB,Hubbell Incorporated,Industrials,2022-12-31,2023-03-18,0.6785748583501392,0.050364442178537784,0.18714303953696215,219,570,789
LAUR,"Laureate Education, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.2601487873828299,0.10338818473979497,0.4302872062663185,580,209,789
PDCO,"Patterson Companies, Inc.",Healthcare,2023-01-31,2023-03-18,0.26726615899419215,0.09919696080502159,0.4444400630914827,565,226,791
IQV,IQVIA Holdings Inc.,Healthcare,2022-12-31,2023-03-18,1.7527093596059113,0.036314680974413094,0.16263292995966266,51,741,792
PGTI,"PGT Innovations, Inc.",Industrials,2022-12-31,2023-03-18,0.3235040314147819,0.07990838348959269,0.5000954198473282,470,322,792
LH,Laboratory Corporation of America Holdings,Healthcare,2022-12-31,2023-03-18,0.3861351440148943,0.07119249638825592,0.5366304144009001,407,386,793
ZD,"Ziff Davis, Inc.",Communication Services,2022-12-31,2023-03-18,0.9259810083958155,0.04263422934980462,0.540118710373668,134,660,794
KHC,The Kraft Heinz Company,Consumer Defensive,2022-12-31,2023-03-18,0.5129998680216444,0.05773340661129604,1.055992559128355,294,501,795
LDOS,"Leidos Holdings, Inc.",Technology,2022-12-31,2023-03-18,0.4551174496644295,0.06283852602402432,0.34689365465399075,340,456,796
JNJ,Johnson & Johnson,Healthcare,2022-12-31,2023-03-18,0.7276662368760362,0.04666453614988497,0.19284683029268934,195,607,802
WAT,Waters Corporation,Healthcare,2022-12-31,2023-03-18,0.7139252146060114,0.04734326887980947,0.02855135966819413,202,601,803
NDSN,Nordson Corporation,Industrials,2023-01-31,2023-03-18,0.5716850315711279,0.052874975894281674,0.2094353494755416,257,546,803
WEX,WEX Inc.,Technology,2022-12-31,2023-03-18,0.9663321535220208,0.04112896889777155,0.2255007385524372,122,682,804
HON,Honeywell International Inc.,Industrials,2022-12-31,2023-03-18,0.6719090009891197,0.049293498589784886,0.13545277296360486,223,581,804
LTHM,Livent Corporation,Basic Materials,2022-12-31,2023-03-18,0.28416504278573246,0.09090111751069432,0.4022522522522523,541,263,804
THC,Tenet Healthcare Corporation,Healthcare,2022-12-31,2023-03-18,0.26649170941190503,0.09563616347151581,0.20285143479840173,567,241,808
RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.1969279258456132,0.1653379366051508,0.6210230575469871,704,104,808
HALO,"Halozyme Therapeutics, Inc.",Healthcare,2022-12-31,2023-03-18,0.7952077862257503,0.044217635998809186,0.03796856106408707,170,640,810
KAR,"KAR Auction Services, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.24254534276052875,0.10720263207271878,1.1011058451816744,612,198,810
RUSHB,"Rush Enterprises, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.1969279258456132,0.16426013170922463,0.567776793622675,704,106,810
SWN,Southwestern Energy Company,Energy,2022-12-31,2023-03-18,0.18620751663369897,0.1771952736310916,0.8260504201680673,720,90,810
CMI,Cummins Inc.,Industrials,2022-12-31,2023-03-18,0.3030424741439904,0.08309611713882427,0.2820345455352782,508,303,811
ONTO,Onto Innovation Inc.,Technology,2022-12-31,2023-03-18,0.4343902197330319,0.06336747146259038,0.3801530257361465,361,451,812
RL,Ralph Lauren Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.28887103254319,0.08723431606102611,0.33709880995311936,531,281,812
ADUS,Addus HomeCare Corporation,Healthcare,2022-12-31,2023-03-18,0.9565138738136985,0.04099972891518691,0.4063712477026751,126,688,814
PLUS,ePlus inc.,Technology,2022-12-31,2023-03-18,0.21011559199986218,0.13176061565882874,0.5761370716510904,675,139,814
M,"Macy's, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.1925280770112308,0.16439733524507708,0.7969279661016949,709,105,814
ABNB,"Airbnb, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,6.330188679245283,0.028291523307469986,0.07458315700380871,4,811,815
TRU,TransUnion,Industrials,2022-12-31,2023-03-18,1.2512145748987855,0.03636203618803305,0.3686371379897785,76,739,815
NSIT,"Insight Enterprises, Inc.",Technology,2022-12-31,2023-03-18,0.2912719053811382,0.08634655403592091,0.3490036953843924,529,286,815
CHE,Chemed Corporation,Healthcare,2022-12-31,2023-03-18,0.8810956000970024,0.04219722618966342,0.10432484942685058,147,670,817
CTS,CTS Corporation,Technology,2022-12-31,2023-03-18,0.4600623557606959,0.05998722402115497,0.35516781507001555,335,482,817
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2685742639377428,0.09264244540371985,0.3400250243292089,564,253,817
WMG,Warner Music Group Corp.,Communication Services,2022-12-31,2023-03-18,1.1262699564586358,0.037446762786654236,0.017345249917245946,89,730,819
MUR,Murphy Oil Corporation,Energy,2022-12-31,2023-03-18,0.17040245342408863,0.1949266438912335,0.9607356459330145,751,70,821
AEIS,"Advanced Energy Industries, Inc.",Industrials,2022-12-31,2023-03-18,0.38566672507447,0.06660914532590081,0.3036776463063639,408,416,824
ROCK,"Gibraltar Industries, Inc.",Industrials,2022-12-31,2023-03-18,0.3441520337190772,0.0729555983250667,0.5732515601463309,449,376,825
AVT,"Avnet, Inc.",Technology,2022-12-31,2023-03-18,0.1775041623210224,0.17706785859975713,1.1332404828226557,737,91,828
BG,Bunge Limited,Consumer Defensive,2022-12-31,2023-03-18,0.19922536916000969,0.13855314246958156,0.6680165020084681,700,129,829
HES,Hess Corporation,Energy,2022-12-31,2023-03-18,0.2605818454238981,0.0927234807809572,0.21774697878813487,578,252,830
BWA,BorgWarner Inc.,Consumer Cyclical,2022-12-31,2023-03-18,0.24444055331815795,0.0998058735151437,0.6745955400087451,608,223,831
TTEC,"TTEC Holdings, Inc.",Technology,2022-12-31,2023-03-18,0.3637706480625029,0.06884002522217067,0.3348489127365151,431,402,833
PTC,PTC Inc.,Technology,2022-12-31,2023-03-18,1.822235059342506,0.03171528850782421,0.1711397523376295,48,786,834
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,2022-12-31,2023-03-18,0.23604273807275908,0.10271381884611855,0.8053671263510996,623,212,835
IOSP,Innospec Inc.,Basic Materials,2022-12-31,2023-03-18,0.3096032010670223,0.07685872355733767,0.41896241503398635,491,345,836
FIX,"Comfort Systems USA, Inc.",Industrials,2022-12-31,2023-03-18,0.6450115888570084,0.047049767940410325,0.20860670981179794,235,603,838
PINC,"Premier, Inc.",Healthcare,2022-12-31,2023-03-18,0.41388008688679023,0.06307286942153596,0.6110551181102362,383,455,838
MSFT,Microsoft Corporation,Technology,2022-12-31,2023-03-18,0.8426018171674504,0.041056138009093794,0.08800773002183014,153,686,839
CHTR,"Charter Communications, Inc.",Communication Services,2022-12-31,2023-03-18,0.3175668533981609,0.0746457869805729,0.17067226650667125,478,361,839
NXGN,"NextGen Healthcare, Inc.",Healthcare,2022-12-31,2023-03-18,2.10439360929557,0.029719094025883838,0.3703747072599532,37,803,840
MSI,"Motorola Solutions, Inc.",Technology,2022-12-31,2023-03-18,1.1463096015676029,0.03463450900702918,0.0026226158038147136,86,755,841
OLED,Universal Display Corporation,Technology,2022-12-31,2023-03-18,0.7401034609832395,0.04334235458363701,0.18797437161163136,191,653,844
CPB,Campbell Soup Company,Consumer Defensive,2023-01-31,2023-03-18,0.43232044198895025,0.06020482770303119,0.22549644061446236,364,481,845
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,2022-12-31,2023-03-18,0.28704736193438585,0.08142590219060562,0.40929540191862385,536,311,847
VNOM,Viper Energy Partners LP,Energy,2022-12-31,2023-03-18,0.23429280874218034,0.10075179286444196,0.34861265260821306,627,220,847
FCX,Freeport-McMoRan Inc.,Basic Materials,2022-12-31,2023-03-18,0.20890764989662303,0.11569490700397383,0.30024841291747173,678,169,847
EXLS,"ExlService Holdings, Inc.",Technology,2022-12-31,2023-03-18,0.8996775056810709,0.03923479161753392,0.15001643979746168,140,709,849
CAT,Caterpillar Inc.,Industrials,2022-12-31,2023-03-18,0.34054294285396836,0.06983796345648288,0.14293753778894006,453,396,849
CNXN,"PC Connection, Inc.",Technology,2022-12-31,2023-03-18,0.20424095797670117,0.11997188124699294,0.6814389500820248,688,161,849
JNPR,"Juniper Networks, Inc.",Technology,2022-12-31,2023-03-18,0.4735710874064639,0.055194402788107784,0.4423555697414619,325,525,850
CW,Curtiss-Wright Corporation,Industrials,2022-12-31,2023-03-18,0.4285161311872896,0.058803178605870095,0.31692738450301294,365,489,854
ACM,AECOM,Industrials,2022-12-31,2023-03-18,0.6195535203205496,0.04630122767884573,0.22331228751821272,243,613,856
