ticker,sector,country,longName,currency,marketCap,regularMarketPrice,regularMarketTime,bookValue,asOfDate,EBIT,TotalAssets,TotalDebt,LongTermDebtAndCapitalLeaseObligation,CurrentAssets,CurrentLiabilities,NetPPE,CashCashEquivalentsAndShortTermInvestments,MinorityInterest,PreferredStock
2440.TW,Industrials,Taiwan,太空梭,TWD,1836344320,13.2,2023-12-15 13:30:15,9.5,2023-09-30,-40180000.0,2241258000.0,665992000.0,115962000.0,1751926000.0,799143000.0,372171000.0,533236000.0,,
2441.TW,Technology,Taiwan,超豐,TWD,36121722880,63.5,2023-12-15 13:30:32,36.231,2023-09-30,2016854000.0,23808453000.0,57230000.0,32700000.0,8902974000.0,2738309000.0,13492068000.0,3775079000.0,2801000.0,
2442.TW,Consumer Cyclical,Taiwan,新美齊,TWD,6099677696,23.8,2023-12-15 13:30:10,16.384,2023-09-30,322995000.0,16279405000.0,7237320000.0,494413000.0,13743530000.0,11005900000.0,136379000.0,1823764000.0,650545000.0,
2443.TW,Technology,Taiwan,昶虹,TWD,474939648,3.26,2023-12-15 13:30:21,3.352,2023-09-30,168259000.0,568331000.0,2508000.0,1482000.0,472993000.0,44447000.0,49842000.0,450152000.0,24994000.0,
2444.TW,Technology,Taiwan,兆勁,TWD,1350881024,13.3,2023-12-15 13:30:11,9.405,2023-09-30,65979000.0,2014216000.0,648955000.0,590795000.0,1267013000.0,421298000.0,589891000.0,380134000.0,,
2449.TW,Technology,Taiwan,京元電子,TWD,108823855104,89.0,2023-12-15 13:30:02,30.478,2023-09-30,8068872000.0,73485255000.0,25205746000.0,24397235000.0,21051484000.0,7760373000.0,45955521000.0,10876111000.0,1129962000.0,
2450.TW,Technology,Taiwan,神腦,TWD,10084779008,39.05,2023-12-15 13:30:27,24.418,2023-09-30,870594000.0,11140590000.0,696974000.0,443860000.0,7779068000.0,4319623000.0,1468721000.0,2482383000.0,10909000.0,
2451.TW,Technology,Taiwan,創見,TWD,34968555520,81.5,2023-12-15 13:30:12,43.517,2023-09-30,1895016000.0,21147813000.0,158585000.0,104283000.0,15334564000.0,2097532000.0,1701820000.0,10182420000.0,,
2453.TW,Technology,Taiwan,凌群,TWD,5630000128,56.3,2023-12-15 13:30:14,20.275,2023-09-30,358383000.0,4792393000.0,420768000.0,60919000.0,3976830000.0,2631325000.0,462382000.0,994263000.0,3100000.0,
2454.TW,Technology,Taiwan,聯發科,TWD,1585323180032,996.0,2023-12-15 13:30:12,246.441,2023-09-30,79959486000.0,618341563000.0,47412734000.0,8158425000.0,267179994000.0,194558842000.0,60743930000.0,119324104000.0,2708439000.0,
2455.TW,Technology,Taiwan,全新,TWD,29215148032,158.0,2023-12-15 13:30:25,15.787,2023-09-30,368708000.0,4436868000.0,913841000.0,709956000.0,1809218000.0,807681000.0,2569033000.0,645493000.0,,
2457.TW,Industrials,Taiwan,飛宏,TWD,25484392448,59.1,2023-12-15 13:30:30,18.925,2023-09-30,714224000.0,16762182000.0,5166648000.0,1998243000.0,11831427000.0,7581121000.0,4521546000.0,6566860000.0,-10164000.0,
2458.TW,Technology,Taiwan,義隆,TWD,43826089984,154.0,2023-12-15 13:30:31,28.495,2023-09-30,1825632000.0,13890699000.0,1236501000.0,1164763000.0,8533152000.0,3825307000.0,2327138000.0,3600376000.0,452842000.0,
2459.TW,Technology,Taiwan,敦吉,TWD,6525832704,61.8,2023-12-15 13:30:19,50.209,2023-09-30,1004851000.0,10404016000.0,2710846000.0,805966000.0,7042557000.0,3855117000.0,1518873000.0,3807006000.0,396392000.0,
2460.TW,Technology,Taiwan,建通,TWD,4728121856,28.5,2023-12-15 13:30:14,13.089,2023-09-30,-263334000.0,4996595000.0,2079117000.0,695226000.0,2986565000.0,2062616000.0,1813276000.0,1034736000.0,,
2461.TW,Consumer Cyclical,Taiwan,光群雷,TWD,3926319616,22.9,2023-12-15 13:30:38,17.792,2023-09-30,189113000.0,7916509000.0,2401286000.0,789628000.0,4998589000.0,2836298000.0,2016073000.0,1596902000.0,1242575000.0,
2462.TW,Technology,Taiwan,良得電,TWD,5632837120,38.9,2023-12-15 13:30:11,18.485,2023-09-30,326294000.0,5448616000.0,1144357000.0,671128000.0,3216090000.0,1772038000.0,1824275000.0,666355000.0,21019000.0,
2464.TW,Industrials,Taiwan,盟立,TWD,7136881664,36.5,2023-12-15 13:30:01,20.393,2023-09-30,128563000.0,11873326000.0,3220702000.0,635083000.0,8214592000.0,6898601000.0,3210876000.0,1342582000.0,24751000.0,
2465.TW,Technology,Taiwan,麗臺,TWD,4008327936,68.0,2023-12-15 13:30:28,5.944,2023-09-30,-211879000.0,2559147000.0,957857000.0,77241000.0,2157302000.0,2073515000.0,252902000.0,555299000.0,-1217000.0,
2466.TW,Technology,Taiwan,冠西電,TWD,6369702400,37.15,2023-12-15 13:30:40,11.075,2023-09-30,29260000.0,4556334000.0,2298655000.0,1240742000.0,1818988000.0,1199966000.0,894226000.0,748838000.0,,
2467.TW,Industrials,Taiwan,志聖,TWD,9404614656,62.8,2023-12-15 13:30:39,21.151,2023-09-30,658218000.0,7672383000.0,1872098000.0,1160849000.0,4688900000.0,2427621000.0,858927000.0,2123113000.0,311654000.0,
2468.TW,Technology,Taiwan,華經,TWD,2081339776,29.75,2023-12-15 13:30:26,17.354,2023-09-30,95208000.0,2118974000.0,101589000.0,3772000.0,1596224000.0,893244000.0,247904000.0,247164000.0,,
2471.TW,Technology,Taiwan,資通,TWD,2646223872,56.0,2023-12-15 13:30:34,18.416,2023-09-30,194979000.0,1413840000.0,20890000.0,5205000.0,1224024000.0,422798000.0,25471000.0,885660000.0,3783000.0,
2472.TW,Technology,Taiwan,立隆電,TWD,12338652160,74.9,2023-12-15 13:30:28,42.146,2023-09-30,1602800000.0,14738378000.0,2824593000.0,56063000.0,8248876000.0,4179497000.0,6123341000.0,3670525000.0,3437172000.0,
2474.TW,Industrials,Taiwan,可成,TWD,125867343872,185.0,2023-12-15 13:30:01,239.156,2023-09-30,14777973000.0,262045390000.0,78003991000.0,133121000.0,132272563000.0,93234723000.0,14065173000.0,121943901000.0,12015000.0,
2476.TW,Industrials,Taiwan,鉅祥,TWD,14108395520,74.0,2023-12-15 13:30:24,31.276,2023-09-30,1067011000.0,9314496000.0,991845000.0,61893000.0,7286114000.0,1940975000.0,1549180000.0,4934632000.0,669702000.0,
2477.TW,Technology,Taiwan,美隆電,TWD,3353818624,21.15,2023-12-15 13:30:24,25.737,2023-09-30,68430000.0,8198548000.0,2017166000.0,561938000.0,5260997000.0,2173031000.0,1686025000.0,3793991000.0,391072000.0,
2478.TW,Technology,Taiwan,大毅,TWD,7142475264,49.35,2023-12-15 13:30:04,45.184,2023-09-30,513545000.0,9323523000.0,1380757000.0,540363000.0,5220883000.0,2137439000.0,3580115000.0,1762548000.0,102708000.0,
2480.TW,Technology,Taiwan,敦陽科,TWD,12922739712,121.5,2023-12-15 13:30:03,28.969,2023-09-30,982293000.0,6140934000.0,199228000.0,17260000.0,5297467000.0,2946982000.0,525281000.0,1012091000.0,0.0,
2481.TW,Technology,Taiwan,強茂,TWD,26480570368,69.3,2023-12-15 13:30:16,33.766,2023-09-30,1323903000.0,28703197000.0,10143397000.0,5613211000.0,14232659000.0,7953585000.0,9217045000.0,5233560000.0,1338886000.0,
2482.TW,Industrials,Taiwan,連宇,TWD,3247721216,41.7,2023-12-15 13:30:11,17.155,2023-09-30,337974000.0,1751774000.0,36834000.0,23645000.0,1304386000.0,359591000.0,206578000.0,746627000.0,5000.0,
2483.TW,Industrials,Taiwan,百容,TWD,2650984192,24.3,2023-12-15 13:30:30,23.087,2023-09-30,76268000.0,4333547000.0,1322198000.0,587438000.0,1619143000.0,1095443000.0,2254759000.0,835415000.0,16239000.0,
2484.TW,Technology,Taiwan,希華,TWD,5388429312,33.8,2023-12-15 13:30:14,24.131,2023-09-30,462648000.0,5121945000.0,655937000.0,400467000.0,2683304000.0,720632000.0,1648417000.0,1112059000.0,6585000.0,
2485.TW,Technology,Taiwan,兆赫,TWD,7148002304,22.5,2023-12-15 13:30:36,19.64,2023-09-30,21951000.0,9116584000.0,665807000.0,21238000.0,5721766000.0,2390720000.0,2559604000.0,1736436000.0,329830000.0,
2486.TW,Technology,Taiwan,一詮,TWD,9611817984,43.65,2023-12-15 13:30:20,18.976,2023-09-30,225494000.0,8044085000.0,2316971000.0,1037790000.0,5398200000.0,2233679000.0,2205483000.0,1966347000.0,174261000.0,
2488.TW,Technology,Taiwan,漢平,TWD,3231959808,40.4,2023-12-15 13:30:06,28.107,2023-09-30,450320000.0,3726092000.0,20273000.0,0.0,2714846000.0,959240000.0,393951000.0,1588226000.0,0.0,
2489.TW,Industrials,Taiwan,瑞軒,TWD,9621299200,13.0,2023-12-15 13:30:18,18.146,2023-09-30,-114583000.0,21146018000.0,696357000.0,7679000.0,16691782000.0,7017928000.0,2768260000.0,9435578000.0,165743000.0,
2491.TW,Consumer Cyclical,Taiwan,吉祥全,TWD,1148112000,14.0,2023-12-15 13:30:33,9.753,2023-09-30,73453000.0,1421933000.0,60939000.0,28558000.0,1222910000.0,166874000.0,125470000.0,776839000.0,418206000.0,
2492.TW,Technology,Taiwan,華新科,TWD,63266922496,130.5,2023-12-15 13:30:13,97.82,2023-09-30,3258963000.0,96073385000.0,28040253000.0,11589796000.0,43578204000.0,25563855000.0,26380816000.0,24943685000.0,9969580000.0,
2493.TW,Technology,Taiwan,揚博,TWD,9074854912,79.3,2023-12-15 13:30:11,24.917,2023-09-30,873836000.0,4516067000.0,11105000.0,5531000.0,3893991000.0,1552568000.0,492522000.0,2016426000.0,,
2495.TW,Technology,Taiwan,普安,TWD,5635150848,20.6,2023-12-15 13:30:16,15.426,2023-09-30,422193000.0,6580488000.0,1974390000.0,6956000.0,5794908000.0,2282161000.0,587174000.0,4980335000.0,0.0,
2496.TW,Technology,Taiwan,卓越,TWD,1167512064,61.7,2023-12-15 13:30:25,41.308,2023-09-30,114564000.0,1295805000.0,116121000.0,62615000.0,307580000.0,407201000.0,399629000.0,281375000.0,4786000.0,
2497.TW,Consumer Cyclical,Taiwan,怡利電,TWD,8092388352,65.9,2023-12-15 13:30:26,17.366,2023-09-30,361304000.0,4203644000.0,1159464000.0,502037000.0,2809559000.0,1352982000.0,1094616000.0,636242000.0,,
2498.TW,Technology,Taiwan,宏達電,TWD,42257825792,50.8,2023-12-15 13:30:06,29.377,2023-09-30,-3196821000.0,47198074000.0,12312454000.0,8544421000.0,28476125000.0,14035531000.0,6959479000.0,25424494000.0,,
2501.TW,Real Estate,Taiwan,國建,TWD,20176343040,17.4,2023-12-15 13:30:04,21.515,2023-09-30,2839868000.0,80861232000.0,43462420000.0,25702489000.0,58371836000.0,27733381000.0,8920600000.0,8268900000.0,2206951000.0,
2504.TW,Basic Materials,Taiwan,國產,TWD,33188016128,28.2,2023-12-15 13:30:12,19.951,2023-09-30,4117426000.0,38697231000.0,9856278000.0,5625636000.0,11324464000.0,7811425000.0,14389042000.0,2686663000.0,1105792000.0,
2505.TW,Real Estate,Taiwan,國揚,TWD,7333999616,19.3,2023-12-15 13:30:11,25.841,2023-09-30,170990000.0,17965361000.0,6659402000.0,6862000.0,15551617000.0,8030852000.0,108582000.0,2721522000.0,104630000.0,
2506.TW,Real Estate,Taiwan,太設,TWD,3423935488,9.47,2023-12-15 13:30:39,20.393,2023-09-30,72171000.0,14162141000.0,2641722000.0,855036000.0,8367417000.0,3986844000.0,2165981000.0,2785895000.0,1830661000.0,
2509.TW,Real Estate,Taiwan,全坤建,TWD,3794894848,16.9,2023-12-15 13:30:23,18.578,2023-09-30,-61655000.0,9606241000.0,3877443000.0,1214033000.0,6892830000.0,3807927000.0,216852000.0,1736532000.0,388513000.0,
2511.TW,Real Estate,Taiwan,太子,TWD,18173902848,11.2,2023-12-15 13:30:25,15.655,2023-09-30,1072369000.0,45753060000.0,16261950000.0,11598157000.0,21076799000.0,6848475000.0,11473675000.0,13150026000.0,249513000.0,
2514.TW,Real Estate,Taiwan,龍邦,TWD,5676201984,15.85,2023-12-15 13:30:15,30.817,2023-09-30,1061645000.0,36989189000.0,6962783000.0,1249888000.0,17062400000.0,14401415000.0,8752081000.0,5132753000.0,7118361000.0,
2515.TW,Industrials,Taiwan,中工,TWD,18676979712,12.2,2023-12-15 13:30:10,14.486,2023-09-30,1059286000.0,51057812000.0,15760712000.0,7938237000.0,42036723000.0,18741076000.0,3403112000.0,7276378000.0,109669000.0,
2516.TW,Industrials,Taiwan,新建,TWD,2998183424,13.25,2023-12-15 13:30:27,6.51,2023-09-30,-231893000.0,6510863000.0,1022578000.0,20233000.0,4841827000.0,4835187000.0,690384000.0,2079556000.0,,
2520.TW,Real Estate,Taiwan,冠德,TWD,21324701696,38.55,2023-12-15 13:30:21,35.051,2023-09-30,4039421000.0,57285603000.0,24587011000.0,6257736000.0,46219634000.0,28754116000.0,9214162000.0,16966267000.0,3157253000.0,
2524.TW,Real Estate,Taiwan,京城,TWD,11581286400,31.35,2023-12-15 13:30:19,47.481,2023-09-30,1222307000.0,36311249000.0,17752037000.0,9217793000.0,35389583000.0,9506693000.0,697896000.0,596198000.0,,
2527.TW,Real Estate,Taiwan,宏璟,TWD,7368487424,28.15,2023-12-15 13:30:04,39.377,2023-09-30,759974000.0,24006775000.0,12245330000.0,2666850000.0,13598850000.0,10686669000.0,1054618000.0,1860579000.0,315734000.0,
2528.TW,Real Estate,Taiwan,皇普,TWD,13318894592,35.05,2023-12-15 13:30:23,13.919,2023-09-30,456668000.0,20380149000.0,10922459000.0,3937147000.0,20269888000.0,11189694000.0,22074000.0,831189000.0,,
2530.TW,Real Estate,Taiwan,華建,TWD,29903570944,35.6,2023-12-15 13:30:36,11.769,2023-09-30,283214000.0,22806292000.0,10450253000.0,1462130000.0,22593989000.0,11220693000.0,117525000.0,2240153000.0,235541000.0,
2534.TW,Real Estate,Taiwan,宏盛,TWD,9554620416,20.2,2023-12-15 13:30:24,30.797,2023-09-30,1748874000.0,30482865000.0,13536220000.0,2874000000.0,17183698000.0,12803336000.0,2897000.0,2077607000.0,,
2535.TW,Industrials,Taiwan,達欣工,TWD,11435247616,44.0,2023-12-15 13:30:08,33.835,2023-09-30,1599137000.0,23317942000.0,6791768000.0,3773748000.0,21609690000.0,10543728000.0,922396000.0,6771438000.0,255536000.0,
2536.TW,Real Estate,Taiwan,宏普,TWD,9568258048,28.75,2023-12-15 13:30:10,33.63,2023-09-30,56616000.0,41757300000.0,24116902000.0,4060000000.0,38499242000.0,25898475000.0,76707000.0,2612480000.0,597906000.0,
2537.TW,Real Estate,Taiwan,聯上發,TWD,2747100416,9.14,2023-12-15 13:30:29,13.567,2023-09-30,29217000.0,15577452000.0,9336473000.0,2022179000.0,14686403000.0,9477596000.0,44203000.0,1275571000.0,,
2538.TW,Real Estate,Taiwan,基泰,TWD,7015183872,16.0,2023-12-15 13:30:21,14.089,2023-09-30,1915512000.0,19785448000.0,9882467000.0,5198000.0,18507255000.0,13565449000.0,12026000.0,3979489000.0,0.0,
2539.TW,Real Estate,Taiwan,櫻花建,TWD,42255671296,49.3,2023-12-15 13:30:31,12.738,2023-09-30,1326256000.0,23099131000.0,8733814000.0,2010805000.0,23007770000.0,10167670000.0,49974000.0,2747903000.0,,
2540.TW,Real Estate,Taiwan,愛山林,TWD,34069809152,87.0,2023-12-15 13:30:02,20.841,2023-09-30,1841934000.0,33526738000.0,17454690000.0,2680100000.0,29894464000.0,22589070000.0,1172983000.0,4210692000.0,0.0,
2542.TW,Real Estate,Taiwan,興富發,TWD,74685865984,40.4,2023-12-15 13:30:02,25.225,2023-09-30,13957866000.0,226729223000.0,143617046000.0,22095900000.0,206435128000.0,148180587000.0,6932775000.0,32715281000.0,9640503000.0,
2543.TW,Industrials,Taiwan,皇昌,TWD,6720797184,28.3,2023-12-15 13:30:35,11.124,2023-09-30,530713000.0,14188287000.0,2424646000.0,556821000.0,9457663000.0,10479932000.0,4526464000.0,3706550000.0,266937000.0,
2545.TW,Real Estate,Taiwan,皇翔,TWD,13469907968,41.1,2023-12-15 13:30:35,32.571,2023-09-30,767283000.0,51840230000.0,39372296000.0,13839942000.0,34362966000.0,27237652000.0,6764159000.0,1278842000.0,,
2546.TW,Industrials,Taiwan,根基,TWD,9319738368,77.2,2023-12-15 13:30:26,36.66,2023-09-30,1480272000.0,11783248000.0,432389000.0,,11089807000.0,7168858000.0,186674000.0,6319288000.0,205000.0,
2547.TW,Real Estate,Taiwan,日勝生,TWD,8932963328,10.15,2023-12-15 13:30:24,12.17,2023-09-30,1075511000.0,58658476000.0,40825759000.0,26641160000.0,15021036000.0,19028763000.0,9599729000.0,4174060000.0,843229000.0,
2548.TW,Real Estate,Taiwan,華固,TWD,26723328000,96.6,2023-12-15 13:30:39,69.786,2023-09-30,2627806000.0,42286779000.0,16272016000.0,3098886000.0,39248121000.0,19785433000.0,233056000.0,1448754000.0,24096000.0,
2596.TWO,Real Estate,Taiwan,綠意,TWD,2315000064,23.15,2023-12-15 13:30:07,19.465,2023-09-30,45175000.0,4314422000.0,1338186000.0,,4180229000.0,1955066000.0,45487000.0,994392000.0,364635000.0,
2597.TW,Industrials,Taiwan,潤弘,TWD,21361725440,115.5,2023-12-15 13:30:18,29.398,2023-09-30,2431852000.0,20297128000.0,7293241000.0,5089122000.0,10407668000.0,7930391000.0,4947404000.0,957336000.0,1540170000.0,
2601.TW,Industrials,Taiwan,益航,TWD,7324011008,8.88,2023-12-15 13:30:06,12.651,2023-09-30,251168000.0,38962626000.0,20364180000.0,14361366000.0,5909365000.0,8257883000.0,25957019000.0,2743177000.0,2882909000.0,
2603.TW,Industrials,Taiwan,長榮,TWD,283600289792,134.0,2023-12-15 13:30:10,213.668,2023-09-30,100623467000.0,782696140000.0,163643754000.0,149676581000.0,297695775000.0,123591085000.0,400692916000.0,249874127000.0,34238297000.0,
2605.TW,Industrials,Taiwan,新興,TWD,15921602560,27.2,2023-12-15 13:30:13,28.728,2023-09-30,946549000.0,23925423000.0,4727158000.0,1391421000.0,7168508000.0,3948236000.0,15177762000.0,6171608000.0,1756824000.0,
2606.TW,Industrials,Taiwan,裕民,TWD,43604889600,51.6,2023-12-15 13:30:15,40.855,2023-09-30,3573208000.0,82670630000.0,45894571000.0,30067874000.0,25654684000.0,17820551000.0,47520745000.0,23168630000.0,166006000.0,
2607.TW,Industrials,Taiwan,榮運,TWD,35322331136,33.1,2023-12-15 13:30:31,29.458,2023-09-30,3522998000.0,43247741000.0,5090437000.0,4485442000.0,12155175000.0,3728294000.0,19136423000.0,8194093000.0,264922000.0,
2608.TW,Industrials,Taiwan,嘉里大榮,TWD,18026199040,38.6,2023-12-15 13:30:11,26.141,2023-09-30,2340123000.0,24478253000.0,9012938000.0,7915520000.0,3552495000.0,3185523000.0,19911514000.0,1473097000.0,612493000.0,
2609.TW,Industrials,Taiwan,陽明,TWD,154525433856,44.25,2023-12-15 13:30:11,80.832,2023-09-30,35162779000.0,415529658000.0,46215101000.0,35450779000.0,248960003000.0,57208920000.0,145605625000.0,206389681000.0,692870000.0,
2610.TW,Industrials,Taiwan,華航,TWD,130356805632,21.55,2023-12-15 13:30:16,12.33,2023-09-30,10599565000.0,290821679000.0,93163164000.0,65263528000.0,70693980000.0,91827052000.0,180125914000.0,43653807000.0,2873847000.0,
2611.TW,Industrials,Taiwan,志信,TWD,3090182656,16.35,2023-12-15 13:30:07,14.568,2023-09-30,285776000.0,4005098000.0,847691000.0,537467000.0,2309453000.0,466053000.0,725953000.0,1959028000.0,230389000.0,
2612.TW,Industrials,Taiwan,中航,TWD,10861674496,55.0,2023-12-15 13:30:34,61.154,2023-09-30,900550000.0,24139052000.0,10980868000.0,7228487000.0,5372738000.0,4140026000.0,16917956000.0,4897456000.0,66158000.0,
2613.TW,Industrials,Taiwan,中櫃,TWD,3059884800,22.4,2023-12-15 13:30:14,22.557,2023-09-30,218283000.0,10379076000.0,6000644000.0,4890523000.0,1469952000.0,1416567000.0,8336319000.0,669542000.0,7696000.0,
2614.TW,Industrials,Taiwan,東森,TWD,6815516672,22.7,2023-12-15 13:30:29,12.331,2023-09-30,-1329552000.0,16142408000.0,10043404000.0,8369427000.0,4151700000.0,3346761000.0,9427965000.0,2957834000.0,719321000.0,
2615.TW,Industrials,Taiwan,萬海,TWD,141991182336,50.6,2023-12-15 13:30:10,74.669,2023-09-30,9494926000.0,349063411000.0,78025933000.0,59650163000.0,156621171000.0,37772596000.0,181803935000.0,142357186000.0,363989000.0,
2616.TW,Consumer Cyclical,Taiwan,山隆,TWD,4077869824,30.0,2023-12-15 13:30:38,34.874,2023-09-30,226234000.0,10207433000.0,4605134000.0,1947220000.0,2998072000.0,3078657000.0,4676665000.0,1807003000.0,207527000.0,
2617.TW,Industrials,Taiwan,台航,TWD,13582919680,32.55,2023-12-15 13:30:39,38.366,2023-09-30,2458420000.0,24892689000.0,7072255000.0,6227537000.0,3003580000.0,1661368000.0,19101781000.0,2555302000.0,,
2618.TW,Industrials,Taiwan,長榮航,TWD,171463966720,31.75,2023-12-15 13:30:07,18.397,2023-09-30,26352991000.0,322857290000.0,52949069000.0,43688756000.0,94064147000.0,94325324000.0,202029955000.0,75340228000.0,9887547000.0,
2630.TW,Industrials,Taiwan,亞航,TWD,8143812608,37.4,2023-12-15 13:30:04,16.301,2023-09-30,81993000.0,5744158000.0,1661807000.0,355229000.0,4505748000.0,1974398000.0,979597000.0,205100000.0,,
2633.TW,Industrials,Taiwan,台灣高鐵,TWD,171100012544,30.4,2023-12-15 13:30:01,11.953,2023-09-30,14980690000.0,395525282000.0,257254325000.0,230285465000.0,34413904000.0,34070744000.0,416006000.0,29248045000.0,,
2634.TW,Industrials,Taiwan,漢翔,TWD,49448017920,52.5,2023-12-15 13:30:26,17.924,2023-09-30,3041367000.0,51505349000.0,24782319000.0,4939136000.0,38129791000.0,28370175000.0,10696151000.0,2830980000.0,,
2636.TW,Industrials,Taiwan,台驊投控,TWD,11326673920,82.7,2023-12-15 13:30:08,62.242,2023-09-30,1942561000.0,17263506000.0,5109786000.0,513262000.0,14882505000.0,7610270000.0,1288111000.0,11875926000.0,322314000.0,
2637.TW,Industrials,Taiwan,慧洋-KY,TWD,38141501440,51.1,2023-12-15 13:30:25,1.941,2023-09-30,157508685.0,2864217603.0,1178108978.0,892749683.0,200163038.0,342865691.0,2636759057.0,120561058.0,,
2640.TWO,Industrials,Taiwan,大車隊,TWD,6815475200,115.0,2023-12-15 13:30:06,28.578,2023-09-30,499093000.0,3275069000.0,485292000.0,339111000.0,1252659000.0,826952000.0,1597505000.0,793091000.0,103979000.0,
2641.TWO,Industrials,Taiwan,正德,TWD,5589621760,20.7,2023-12-15 13:30:06,22.256,2023-09-30,937624000.0,9621157000.0,3052181000.0,2086848000.0,2228823000.0,1320599000.0,6024710000.0,1286371000.0,,
2642.TW,Industrials,Taiwan,宅配通,TWD,3895053568,40.8,2023-12-15 13:30:24,24.251,2023-09-30,154796000.0,4371212000.0,1287044000.0,1105650000.0,1644496000.0,994155000.0,1844776000.0,704474000.0,,
2643.TWO,Industrials,Taiwan,捷迅,TWD,2579499776,73.7,2023-12-15 13:30:06,47.24,2023-09-30,325127000.0,2591125000.0,214895000.0,150847000.0,2213879000.0,669255000.0,323539000.0,1116348000.0,,
2645.TW,Industrials,Taiwan,長榮航太,TWD,41202810880,110.0,2023-12-15 13:30:26,34.157,2023-09-30,2275489000.0,23398115000.0,8474460000.0,6310880000.0,11598438000.0,4292064000.0,8232621000.0,5437797000.0,,
2701.TW,Real Estate,Taiwan,萬企,TWD,5894580736,13.1,2023-12-15 13:30:18,18.829,2023-09-30,154459000.0,9721020000.0,,,1852796000.0,265658000.0,346132000.0,1805476000.0,,
2702.TW,Consumer Cyclical,Taiwan,華園,TWD,3273211392,20.9,2023-12-15 13:30:24,21.215,2023-09-30,853734000.0,8837086000.0,4997930000.0,4350974000.0,3929743000.0,890485000.0,3900863000.0,3795253000.0,,
2704.TW,Consumer Cyclical,Taiwan,國賓,TWD,18217728000,49.65,2023-12-15 13:30:36,53.123,2023-09-30,1893924000.0,24910045000.0,3774873000.0,3588569000.0,14539669000.0,1560214000.0,4836554000.0,14267453000.0,4649000.0,
2705.TW,Consumer Cyclical,Taiwan,六福,TWD,3386240000,17.7,2023-12-15 13:30:06,24.877,2023-09-30,65392000.0,15610924000.0,8912018000.0,8289883000.0,519045000.0,1208128000.0,8825980000.0,309986000.0,,
2706.TW,Consumer Cyclical,Taiwan,第一店,TWD,7874968576,15.75,2023-12-15 13:30:11,19.735,2023-09-30,328841000.0,11573329000.0,65707000.0,,3014499000.0,323490000.0,372214000.0,3006186000.0,,
2707.TW,Consumer Cyclical,Taiwan,晶華,TWD,27710152704,217.5,2023-12-15 13:30:30,33.393,2023-09-30,1848123000.0,9912460000.0,3020977000.0,2616305000.0,3793495000.0,2411038000.0,4758013000.0,3072264000.0,331777000.0,
2712.TW,Consumer Cyclical,Taiwan,遠雄來,TWD,3696000000,35.2,2023-12-15 13:30:35,11.988,2023-09-30,81357000.0,1795297000.0,314641000.0,285746000.0,140314000.0,247611000.0,1640811000.0,82997000.0,,
2718.TWO,Consumer Cyclical,Taiwan,晶悅,TWD,4632770560,52.9,2023-12-15 11:56:19,26.298,2023-09-30,743858000.0,4501580000.0,1606581000.0,93253000.0,3848896000.0,1995212000.0,382073000.0,1675533000.0,,
2719.TWO,Consumer Cyclical,Taiwan,燦星旅,TWD,4358248960,63.4,2023-12-15 13:30:05,7.602,2023-09-30,-1425000.0,753931000.0,94705000.0,86673000.0,540302000.0,144273000.0,126589000.0,453741000.0,,
2722.TW,Consumer Cyclical,Taiwan,夏都,TWD,6797304832,57.5,2023-12-15 13:30:04,16.575,2023-09-30,147089000.0,2895195000.0,440623000.0,196284000.0,547108000.0,450510000.0,1335305000.0,502326000.0,280420000.0,
2723.TW,Consumer Cyclical,Taiwan,美食-KY,TWD,17964001280,99.8,2023-12-15 13:30:11,62.246,2023-09-30,1331357000.0,20155346000.0,4354379000.0,2894707000.0,6934797000.0,5711009000.0,11377248000.0,5126387000.0,-52842000.0,
2724.TWO,Consumer Cyclical,Taiwan,富驛-KY,TWD,811321600,13.6,2023-12-14 13:30:05,3.993,2023-09-30,4922000.0,656410000.0,386451000.0,280701000.0,269014000.0,123756000.0,10335000.0,256843000.0,,
2726.TWO,Consumer Defensive,China,雅茗-KY,TWD,718473216,29.1,2023-12-15 13:30:05,8.195,2023-09-30,-99983000.0,753615000.0,168118000.0,56439000.0,454727000.0,274106000.0,197032000.0,271098000.0,28911000.0,
2727.TW,Consumer Cyclical,Taiwan,王品,TWD,20118532096,244.0,2023-12-15 13:30:21,50.69,2023-09-30,1724187000.0,15838738000.0,4504960000.0,3082919000.0,8428603000.0,7438110000.0,5824485000.0,5769220000.0,440750000.0,
2729.TWO,Consumer Cyclical,Taiwan,瓦城,TWD,8323590656,234.0,2023-12-15 13:30:04,65.875,2023-09-30,548632000.0,5049353000.0,1591797000.0,1138305000.0,1103729000.0,1344187000.0,3537266000.0,322275000.0,10250000.0,
2731.TW,Consumer Cyclical,Taiwan,雄獅,TWD,12957580288,139.0,2023-12-15 13:30:12,31.773,2023-09-30,565977000.0,9224348000.0,1317957000.0,949016000.0,7083092000.0,4934012000.0,1287892000.0,4202957000.0,259235000.0,
2732.TWO,Consumer Defensive,Taiwan,六角,TWD,5375383552,118.0,2023-12-15 13:30:04,40.29,2023-09-30,466540000.0,4608599000.0,1503430000.0,718856000.0,1961844000.0,1541558000.0,908542000.0,849099000.0,328536000.0,
