ticker,sector,country,longName,currency,marketCap,regularMarketPrice,regularMarketTime,bookValue,asOfDate,EBIT,TotalAssets,TotalDebt,LongTermDebtAndCapitalLeaseObligation,CurrentAssets,CurrentLiabilities,NetPPE,CashCashEquivalentsAndShortTermInvestments,MinorityInterest,PreferredStock
3707.TWO,Technology,Taiwan,漢磊,TWD,24524697600,73.6,2023-12-15 13:30:36,16.637,2023-09-30,346767000.0,12180259000.0,2527404000.0,1931733000.0,7157016000.0,2393363000.0,4292755000.0,3965892000.0,2021478000.0,
3708.TW,Basic Materials,Taiwan,上緯投控,TWD,9716217856,99.3,2023-12-15 13:30:19,76.521,2023-09-30,1651080000.0,14328737000.0,2712758000.0,1958718000.0,8601311000.0,3456161000.0,4005799000.0,3865860000.0,1325628000.0,
3709.TWO,Financial Services,Taiwan,鑫聯大投控,TWD,2539392512,25.25,2023-12-15 13:30:35,21.073,2023-09-30,277133000.0,8937412000.0,3924790000.0,137048000.0,8550416000.0,6610047000.0,224290000.0,1379226000.0,-12386000.0,
3710.TWO,Technology,Taiwan,連展投控,TWD,3073585664,10.7,2023-12-15 13:30:35,6.308,2023-09-30,-103493000.0,7965817000.0,3737934000.0,1384955000.0,4333398000.0,4398763000.0,3308563000.0,1279183000.0,299064000.0,
3711.TW,Technology,Taiwan,日月光投控,TWD,564251066368,131.0,2023-12-15 13:30:20,68.626,2023-09-30,55755762000.0,701084000000.0,211769000000.0,117911000000.0,292689000000.0,241511000000.0,278074000000.0,71867000000.0,20025000000.0,
3712.TW,Technology,Taiwan,永崴投控,TWD,9849679872,40.0,2023-12-15 13:30:22,31.809,2023-09-30,925811000.0,37368166000.0,19164619000.0,5910207000.0,23506110000.0,16277655000.0,6214207000.0,7672723000.0,6969565000.0,
3713.TWO,Technology,Taiwan,新晶投控,TWD,2139665920,27.4,2023-12-15 13:30:35,8.364,2023-09-30,25082000.0,2549703000.0,1639755000.0,899175000.0,861295000.0,963181000.0,1225795000.0,186922000.0,6651000.0,
3714.TW,Technology,Taiwan,富采,TWD,34087688192,45.35,2023-12-15 13:30:01,69.298,2023-09-30,-3979493000.0,70679698000.0,8380884000.0,3818165000.0,32199182000.0,12070405000.0,22620974000.0,17594779000.0,1929899000.0,
3715.TW,Technology,Taiwan,定穎投控,TWD,24979408896,90.0,2023-12-15 13:30:04,24.046,2023-09-30,1564187000.0,21442470000.0,8542917000.0,4381321000.0,10719850000.0,8928850000.0,10381552000.0,3482329000.0,153625000.0,
4102.TWO,Healthcare,Taiwan,永日,TWD,1724405376,40.4,2023-12-15 13:30:34,14.734,2023-09-30,76260000.0,974192000.0,162974000.0,128410000.0,405218000.0,118384000.0,398494000.0,115375000.0,71765000.0,
4104.TW,Healthcare,Taiwan,佳醫,TWD,13756541952,88.4,2023-12-15 13:30:08,55.038,2023-09-30,1100726000.0,17581362000.0,1258507000.0,240670000.0,10135211000.0,6243415000.0,1082452000.0,3269830000.0,2275475000.0,
4105.TWO,Healthcare,Taiwan,東洋,TWD,20016324608,80.5,2023-12-15 13:30:34,23.416,2023-09-30,1559250000.0,9956871000.0,2259413000.0,403896000.0,5465636000.0,2795509000.0,2325170000.0,2712007000.0,578138000.0,
4106.TW,Healthcare,Taiwan,雃博,TWD,2926448128,29.0,2023-12-15 13:30:17,22.981,2023-09-30,208895000.0,3208527000.0,390341000.0,147018000.0,1663924000.0,692885000.0,779044000.0,641257000.0,4440000.0,
4107.TWO,Healthcare,Taiwan,邦特,TWD,7449534976,107.5,2023-12-15 13:30:34,44.651,2023-09-30,588649000.0,4495188000.0,909843000.0,722094000.0,1989187000.0,628032000.0,2494829000.0,1363230000.0,,
4108.TW,Healthcare,Taiwan,懷特,TWD,4329894400,21.8,2023-12-15 13:30:10,9.672,2023-09-30,-88275000.0,2345707000.0,30706000.0,20106000.0,1521568000.0,52644000.0,254327000.0,1274487000.0,346840000.0,
4109.TWO,Consumer Defensive,Taiwan,加捷生醫,TWD,1485243008,16.7,2023-12-15 13:30:34,10.047,2023-09-30,-13089000.0,995926000.0,3169000.0,1616000.0,299157000.0,68468000.0,450775000.0,246782000.0,26898000.0,
4111.TWO,Healthcare,Taiwan,濟生,TWD,1524295296,26.75,2023-12-15 13:30:34,21.291,2023-09-30,113472000.0,1750983000.0,282240000.0,889000.0,791985000.0,442124000.0,726607000.0,374269000.0,0.0,
4113.TWO,Industrials,Taiwan,聯上,TWD,6281355264,29.75,2023-12-15 13:30:33,14.863,2023-09-30,-84362000.0,14911373000.0,9294688000.0,1543576000.0,13965186000.0,10229237000.0,137392000.0,650032000.0,,
4114.TWO,Healthcare,Taiwan,健喬,TWD,14893927424,38.7,2023-12-15 13:30:33,16.274,2023-09-30,659424000.0,11335214000.0,2459407000.0,1382685000.0,4086200000.0,2214795000.0,5598376000.0,1221584000.0,1155789000.0,
4116.TWO,Healthcare,Taiwan,明基醫,TWD,2740808960,61.5,2023-12-15 13:30:33,23.914,2023-09-30,203283000.0,4614002000.0,1637570000.0,1106216000.0,2636082000.0,1343177000.0,1042599000.0,1106826000.0,1051527000.0,
4119.TW,Healthcare,Taiwan,旭富,TWD,11329453056,94.8,2023-12-15 13:30:33,38.405,2023-09-30,477189000.0,5555503000.0,881128000.0,739126000.0,1111421000.0,558092000.0,3704740000.0,231259000.0,,
4120.TWO,Healthcare,Taiwan,友華,TWD,3365787648,38.8,2023-12-15 13:11:48,40.77,2023-09-30,-123422000.0,11314613000.0,5280720000.0,2348678000.0,4414925000.0,4057907000.0,4053503000.0,2057187000.0,633898000.0,
4121.TWO,Healthcare,Taiwan,優盛,TWD,2114734720,24.9,2023-12-15 13:30:33,17.244,2023-09-30,88618000.0,4033235000.0,1314560000.0,962698000.0,2051922000.0,1158434000.0,1922847000.0,654699000.0,403764000.0,
4123.TWO,Healthcare,Taiwan,晟德,TWD,31329925120,45.25,2023-12-15 13:30:32,28.194,2023-09-30,-784082000.0,27015587000.0,6025692000.0,4395707000.0,4886358000.0,2912614000.0,1335997000.0,4324424000.0,472134000.0,
4126.TWO,Healthcare,Taiwan,太醫,TWD,6258119680,86.2,2023-12-15 13:30:31,38.012,2023-09-30,568248000.0,3632162000.0,432489000.0,418325000.0,1398873000.0,450431000.0,2092949000.0,768563000.0,,
4127.TWO,Healthcare,Taiwan,天良,TWD,658944000,14.4,2023-12-15 13:30:31,10.613,2023-09-30,27816000.0,669537000.0,113905000.0,503000.0,321154000.0,167980000.0,336245000.0,145582000.0,,
4128.TWO,Consumer Defensive,Taiwan,中天,TWD,28344195072,50.6,2023-12-15 13:30:31,20.923,2023-09-30,-1757690000.0,14613099000.0,525338000.0,398648000.0,4116580000.0,471160000.0,1780163000.0,3812953000.0,1755848000.0,
4129.TWO,Healthcare,Taiwan,聯合,TWD,7418388992,84.8,2023-12-15 13:30:31,35.921,2023-09-30,513694000.0,6178516000.0,1921523000.0,1146246000.0,3205294000.0,1704628000.0,1733142000.0,496503000.0,94921000.0,6304000.0
4130.TWO,Healthcare,Taiwan,健亞,TWD,2936745728,26.85,2023-12-15 13:30:30,13.414,2023-09-30,33108000.0,1619278000.0,1086000.0,43000.0,802021000.0,140151000.0,396368000.0,540508000.0,,
4131.TWO,Healthcare,Taiwan,浩泰,TWD,918449984,23.55,2023-12-15 13:23:32,9.432,2023-09-30,-60271000.0,554621000.0,93123000.0,31222000.0,433333000.0,145338000.0,73168000.0,310971000.0,9568000.0,
4133.TW,Healthcare,Taiwan,亞諾法,TWD,2089099264,34.5,2023-12-15 13:30:10,20.929,2023-09-30,59002000.0,1366551000.0,5068000.0,2854000.0,925737000.0,76945000.0,266436000.0,435071000.0,0.0,
4137.TW,Consumer Defensive,Taiwan,麗豐-KY,TWD,15007909888,190.0,2023-12-15 13:30:22,58.805,2023-06-30,1581209000.0,9149720000.0,2577674000.0,1379356000.0,6803853000.0,3010774000.0,1528079000.0,6190355000.0,,
4138.TWO,Healthcare,Taiwan,曜亞,TWD,3630000128,110.0,2023-12-15 13:30:30,46.522,2023-09-30,269246000.0,2851496000.0,350599000.0,285348000.0,1833457000.0,887710000.0,562986000.0,1305920000.0,110110000.0,
4139.TWO,Healthcare,Taiwan,馬光-KY,TWD,1491377408,35.05,2023-12-15 13:24:47,10.013,2023-09-30,-4364000.0,1594133000.0,870470000.0,464177000.0,466598000.0,631440000.0,695184000.0,67412000.0,61566000.0,
4142.TW,Healthcare,Taiwan,國光生,TWD,13699009536,32.5,2023-12-15 13:30:23,13.972,2023-09-30,-258749000.0,9284264000.0,2748726000.0,2005933000.0,4495798000.0,1034678000.0,3651927000.0,2156146000.0,352314000.0,
4147.TWO,Healthcare,Taiwan,中裕,TWD,20872417280,82.5,2023-12-15 13:30:30,10.45,2023-09-30,-158031000.0,4001750000.0,757292000.0,528432000.0,2216804000.0,366454000.0,919807000.0,646974000.0,,
4148.TW,Basic Materials,Cayman Islands,全宇生技-KY,TWD,3144069376,49.1,2023-12-15 13:30:23,36.13,2023-09-30,328792000.0,3844768000.0,547723000.0,34340000.0,3036156000.0,934269000.0,749127000.0,1709433000.0,521853000.0,
4153.TWO,Healthcare,Taiwan,鈺緯,TWD,2197116672,37.45,2023-12-15 13:30:29,17.202,2023-09-30,92821000.0,1223630000.0,186000.0,55000.0,945100000.0,207739000.0,226343000.0,459627000.0,,
4154.TWO,Consumer Defensive,Cayman Islands,樂威科-KY,TWD,535800000,15.0,2023-12-15 13:22:11,7.546,2023-09-30,-108822000.0,679237000.0,73326000.0,3758000.0,354312000.0,404603000.0,317271000.0,221722000.0,32409000.0,
4155.TW,Healthcare,Taiwan,訊映,TWD,3696816128,25.35,2023-12-15 13:30:01,16.699,2023-09-30,50198000.0,3225434000.0,390871000.0,96798000.0,1486615000.0,741021000.0,875912000.0,548829000.0,-2631000.0,
4157.TWO,Healthcare,Taiwan,太景*-KY,TWD,10983012352,15.3,2023-12-15 13:30:28,1.27,2023-09-30,-152151000.0,1029058000.0,78627000.0,62736000.0,902126000.0,51551000.0,96108000.0,820629000.0,,
4160.TWO,Healthcare,Taiwan,訊聯基因,TWD,989524800,38.95,2023-12-15 13:30:28,15.916,2023-09-30,34593000.0,549254000.0,21149000.0,12387000.0,441610000.0,127772000.0,40680000.0,293022000.0,155000.0,
4161.TWO,Healthcare,Taiwan,聿新科,TWD,1677205248,32.05,2023-12-15 13:30:28,14.278,2023-09-30,94222000.0,1489805000.0,551665000.0,161012000.0,851309000.0,537631000.0,526811000.0,350956000.0,5030000.0,
4162.TWO,Healthcare,Taiwan,智擎,TWD,14942512128,104.0,2023-12-15 13:30:28,26.517,2023-09-30,342364000.0,3899894000.0,16706000.0,9072000.0,3867197000.0,62455000.0,19930000.0,3555359000.0,,
4163.TWO,Industrials,Taiwan,鐿鈦,TWD,6198855168,124.5,2023-12-15 13:30:28,50.774,2023-09-30,494240000.0,4799797000.0,1562939000.0,1431043000.0,2531181000.0,737947000.0,2012986000.0,1268246000.0,68265000.0,
4164.TW,Healthcare,Taiwan,承業醫,TWD,10112477184,61.3,2023-12-15 13:30:11,37.63,2023-09-30,499647000.0,13276755000.0,5219777000.0,4332084000.0,3942290000.0,1567539000.0,6087101000.0,1403717000.0,322346000.0,
4167.TWO,Healthcare,Taiwan,松瑞藥,TWD,7046035968,22.2,2023-12-15 13:30:27,10.424,2023-09-30,-45535000.0,3735012000.0,268656000.0,256335000.0,2441947000.0,157493000.0,1147151000.0,1260263000.0,12768000.0,
4168.TWO,Healthcare,Taiwan,醣聯,TWD,2954078208,27.3,2023-12-15 13:30:27,12.39,2023-09-30,-163370000.0,1601720000.0,1350000.0,0.0,771333000.0,254936000.0,811145000.0,736812000.0,,
4171.TWO,Healthcare,Taiwan,瑞基,TWD,2220732416,38.65,2023-12-15 13:30:27,15.522,2023-09-30,-167543000.0,1208397000.0,222800000.0,110061000.0,698900000.0,164157000.0,449376000.0,524145000.0,32035000.0,
4173.TWO,Healthcare,Taiwan,久裕,TWD,1644356608,22.05,2023-12-15 13:30:26,27.048,2023-09-30,89771000.0,5284314000.0,238461000.0,23444000.0,4594610000.0,3207879000.0,92690000.0,613259000.0,,
4174.TWO,Healthcare,Taiwan,浩鼎,TWD,18431539200,80.4,2023-12-15 13:30:26,18.872,2023-09-30,-1380579000.0,6139661000.0,507540000.0,455548000.0,3518352000.0,123911000.0,1374257000.0,3249120000.0,1179480000.0,
4175.TWO,Healthcare,Taiwan,杏一,TWD,3607441920,86.0,2023-12-15 13:30:26,34.313,2023-09-30,128544000.0,7708047000.0,3993838000.0,3003679000.0,2637127000.0,3060574000.0,3606125000.0,1021359000.0,4805000.0,
4183.TWO,Healthcare,Taiwan,福永生技,TWD,654499968,27.5,2023-12-15 13:30:25,12.687,2023-09-30,22357000.0,561029000.0,117221000.0,111563000.0,384459000.0,146792000.0,164015000.0,179109000.0,,
4188.TWO,Healthcare,Taiwan,安克,TWD,1469876608,27.6,2023-12-15 13:30:25,7.36,2023-09-30,-56234000.0,519586000.0,15566000.0,11095000.0,330141000.0,22870000.0,82390000.0,294985000.0,93621000.0,
4190.TW,Consumer Defensive,Cayman Islands,佐登-KY,TWD,3694797568,60.1,2023-12-15 13:30:19,35.096,2023-09-30,90271000.0,7979221000.0,2986835000.0,1637603000.0,1966036000.0,3674987000.0,4280016000.0,1357054000.0,,
4192.TWO,Healthcare,Taiwan,杏國,TWD,1340232960,37.8,2023-12-15 13:24:11,5.456,2023-09-30,-160194000.0,279714000.0,4486000.0,0.0,205944000.0,111978000.0,7260000.0,154836000.0,,
4198.TWO,Healthcare,Taiwan,欣大健康,TWD,581002816,24.1,2023-12-15 11:02:52,5.909,2023-09-30,-76598000.0,555045000.0,191033000.0,180146000.0,330240000.0,128471000.0,113454000.0,99652000.0,103188000.0,
4205.TWO,Consumer Defensive,Taiwan,中華食,TWD,8895120384,100.0,2023-12-15 13:30:24,21.123,2023-09-30,446372000.0,2256922000.0,125710000.0,,1362836000.0,287872000.0,883193000.0,1099589000.0,,
4207.TWO,Consumer Defensive,Taiwan,環泰,TWD,3184100096,17.0,2023-12-15 13:30:24,12.612,2023-09-30,431557000.0,5725035000.0,1815103000.0,971639000.0,2674023000.0,1165883000.0,2555364000.0,621986000.0,950781000.0,
4303.TWO,Consumer Cyclical,Taiwan,信立,TWD,1323000064,19.6,2023-12-15 13:23:01,13.083,2023-09-30,52639000.0,1534710000.0,579936000.0,54911000.0,389139000.0,559697000.0,642873000.0,320003000.0,,
4304.TWO,Consumer Cyclical,Taiwan,勝昱,TWD,283619040,7.87,2023-12-15 13:30:23,5.195,2023-09-30,-26157000.0,570055000.0,260584000.0,15477000.0,385254000.0,365370000.0,162286000.0,48134000.0,0.0,
4305.TWO,Consumer Cyclical,Taiwan,世坤,TWD,2046520832,37.2,2023-12-15 13:30:23,20.267,2023-09-30,193999000.0,1262414000.0,15396000.0,0.0,985268000.0,135221000.0,269809000.0,706412000.0,,
4306.TW,Basic Materials,Taiwan,炎洲,TWD,11361463296,18.3,2023-12-15 13:30:11,18.797,2023-09-30,1020908000.0,30544534000.0,15163704000.0,5127295000.0,17918534000.0,12481888000.0,8785824000.0,4844564000.0,651528000.0,
4401.TWO,Consumer Cyclical,Taiwan,東隆興,TWD,3097972992,25.25,2023-12-15 13:30:23,21.469,2023-09-30,-8249000.0,5914434000.0,2795586000.0,1199111000.0,2541194000.0,1932726000.0,3072033000.0,815600000.0,55621000.0,
4402.TWO,Consumer Cyclical,Taiwan,福大,TWD,533507232,11.6,2023-12-15 13:30:23,5.742,2023-09-30,-13562000.0,303966000.0,21589000.0,19811000.0,79244000.0,13242000.0,216325000.0,47653000.0,,
4406.TWO,Consumer Cyclical,Taiwan,新昕纖,TWD,526906784,10.15,2023-12-15 10:22:55,12.926,2023-09-30,-4420000.0,882545000.0,142169000.0,,343736000.0,167760000.0,286091000.0,142116000.0,,
4413.TWO,Consumer Cyclical,Taiwan,飛寶企業,TWD,776611968,24.8,2023-12-15 13:30:22,11.54,2023-09-30,24349000.0,486654000.0,83720000.0,83529000.0,347319000.0,41759000.0,137443000.0,211457000.0,,
4414.TW,Consumer Cyclical,Taiwan,如興,TWD,3193256192,3.62,2023-12-15 13:30:21,4.116,2023-09-30,-1405001000.0,13237522000.0,5733700000.0,391100000.0,7745262000.0,8638792000.0,2812186000.0,796279000.0,407723000.0,
4416.TWO,Real Estate,Taiwan,三圓,TWD,4925156352,85.2,2023-12-15 11:51:50,28.317,2023-09-30,29299000.0,14287820000.0,11917581000.0,2310643000.0,11382644000.0,10247537000.0,2207000.0,1670563000.0,,
4417.TWO,Consumer Cyclical,Taiwan,金洲,TWD,3295861760,39.25,2023-12-15 13:30:22,31.473,2023-09-30,552390000.0,4873456000.0,985334000.0,87793000.0,2951151000.0,1203119000.0,1709442000.0,989858000.0,434379000.0,
4419.TWO,Consumer Cyclical,Taiwan,元勝,TWD,1335704960,35.0,2023-12-15 11:00:01,1.869,2023-09-30,10158000.0,419405000.0,208822000.0,184729000.0,90573000.0,107991000.0,223032000.0,65622000.0,51463000.0,
4420.TWO,Consumer Cyclical,Taiwan,光明,TWD,1958022016,48.4,2023-12-15 13:30:21,25.792,2023-09-30,-45020000.0,2621870000.0,1554732000.0,1131969000.0,328893000.0,466006000.0,275522000.0,130006000.0,,
4426.TW,Consumer Cyclical,Taiwan,利勤,TWD,3721189120,21.55,2023-12-15 13:30:05,15.656,2023-09-30,74409000.0,4888060000.0,2025112000.0,1350202000.0,1067908000.0,758545000.0,3362328000.0,568999000.0,180000.0,
4430.TWO,Consumer Cyclical,Taiwan,耀億,TWD,1198636160,21.3,2023-12-15 12:04:21,34.225,2023-09-30,-149793000.0,3802580000.0,1500989000.0,401334000.0,1598591000.0,1389614000.0,1994070000.0,534345000.0,,
4432.TWO,Consumer Cyclical,Taiwan,銘旺實,TWD,1257136640,24.85,2023-12-15 13:30:21,26.828,2023-09-30,140843000.0,1625748000.0,26885000.0,5043000.0,1302114000.0,249794000.0,311474000.0,692492000.0,,
4433.TWO,Consumer Cyclical,Taiwan,興采,TWD,2009629952,33.25,2023-12-15 13:30:21,31.233,2023-09-30,49053000.0,6542736000.0,3565080000.0,1556418000.0,2235650000.0,2813997000.0,3759194000.0,1138195000.0,167911000.0,
4438.TW,Consumer Cyclical,Taiwan,廣越,TWD,11687024640,113.0,2023-12-15 13:30:16,79.537,2023-09-30,1477575000.0,18490803000.0,5133827000.0,2020284000.0,12808359000.0,5640375000.0,4075050000.0,5046982000.0,2110685000.0,
4439.TW,Consumer Cyclical,Cayman Islands,冠星-KY,TWD,4959072768,129.5,2023-12-15 13:30:30,81.802,2023-09-30,581441000.0,5152003000.0,671162000.0,339864000.0,2549961000.0,1495093000.0,2350505000.0,695004000.0,,
4440.TW,Consumer Cyclical,Taiwan,宜新實業,TWD,1767687680,26.15,2023-12-15 13:30:28,18.89,2023-09-30,89496000.0,2213081000.0,872433000.0,497194000.0,588305000.0,432635000.0,1289214000.0,153638000.0,,
4502.TWO,Industrials,Taiwan,健信,TWD,2120643072,36.9,2023-12-15 13:30:20,11.06,2023-09-30,55463000.0,2675248000.0,1746899000.0,698114000.0,1261046000.0,1292477000.0,1192263000.0,238571000.0,11198000.0,
4503.TWO,Industrials,Taiwan,金雨,TWD,3226745600,53.5,2023-12-15 13:30:19,15.199,2023-09-30,-60508000.0,1030734000.0,41818000.0,19044000.0,558160000.0,79529000.0,407387000.0,350652000.0,4832000.0,
4506.TWO,Industrials,Taiwan,崇友,TWD,14161174528,79.7,2023-12-15 13:30:19,28.675,2023-09-30,1101392000.0,9010696000.0,109370000.0,14302000.0,6406418000.0,3887973000.0,1132889000.0,3087294000.0,-212000.0,
4510.TWO,Industrials,Taiwan,高鋒,TWD,1749778304,16.2,2023-12-15 13:30:19,17.578,2023-09-30,176015000.0,4663446000.0,2210103000.0,1313705000.0,2211668000.0,1429357000.0,1844517000.0,1059968000.0,3108000.0,
4513.TWO,Industrials,Taiwan,福裕,TWD,1426123904,18.55,2023-12-15 13:30:19,10.611,2023-09-30,200773000.0,2640260000.0,1096336000.0,678676000.0,1866471000.0,886410000.0,357875000.0,620743000.0,,
4523.TWO,Industrials,Taiwan,永彰,TWD,2963200000,46.3,2023-12-15 13:30:19,15.371,2023-09-30,16134000.0,2123842000.0,851808000.0,59812000.0,1492776000.0,928991000.0,233418000.0,286312000.0,146787000.0,
4526.TW,Industrials,Taiwan,東台,TWD,4841713152,19.0,2023-12-15 13:30:01,19.832,2023-09-30,189125000.0,14836681000.0,5788822000.0,1322710000.0,10138594000.0,7599099000.0,3278254000.0,1507523000.0,710289000.0,
4527.TWO,Technology,Taiwan,方土霖,TWD,2749086976,36.1,2023-12-15 13:30:18,19.036,2023-09-30,315598000.0,3245557000.0,272699000.0,39333000.0,2494464000.0,1436591000.0,671668000.0,469275000.0,105215000.0,
4528.TWO,Consumer Cyclical,Taiwan,江興鍛,TWD,2394897664,31.3,2023-12-15 13:30:18,26.859,2023-09-30,261797000.0,3953945000.0,1441772000.0,786122000.0,1442854000.0,864352000.0,2142978000.0,682904000.0,0.0,
4529.TWO,Technology,Taiwan,淳紳,TWD,798988992,9.45,2023-12-15 13:30:18,5.876,2023-09-30,-66275000.0,519686000.0,5949000.0,2932000.0,200716000.0,15008000.0,177141000.0,187971000.0,2030000.0,
4530.TWO,Industrials,Taiwan,宏易,TWD,328261664,6.64,2023-12-15 13:00:58,4.277,2023-09-30,-32871000.0,304915000.0,65689000.0,52166000.0,94658000.0,37106000.0,142056000.0,71753000.0,16170000.0,
4532.TW,Industrials,Taiwan,瑞智,TWD,10824891392,21.65,2023-12-15 13:30:12,19.664,2023-09-30,1117903000.0,24791114000.0,8793800000.0,887573000.0,18175268000.0,11836726000.0,5744770000.0,8022450000.0,1432693000.0,
4533.TWO,Industrials,Taiwan,協易機,TWD,4349013504,27.45,2023-12-15 13:30:18,16.055,2023-09-30,289751000.0,6155093000.0,1944816000.0,1353104000.0,4993563000.0,2104553000.0,820614000.0,3108543000.0,,
4534.TWO,Industrials,Taiwan,慶騰,TWD,867888960,10.0,2023-12-15 13:30:17,7.973,2023-09-30,-165997000.0,1325525000.0,450645000.0,62464000.0,798572000.0,561955000.0,519268000.0,366095000.0,0.0,
4535.TWO,Consumer Cyclical,Taiwan,至興,TWD,2712471808,35.85,2023-12-15 13:30:17,31.401,2023-09-30,357578000.0,3242071000.0,15614000.0,14331000.0,2002918000.0,465492000.0,1124725000.0,1095202000.0,315457000.0,
4536.TW,Consumer Cyclical,Taiwan,Topkey Corporation,TWD,15348580352,169.0,2023-09-08 13:30:10,81.453,2023-09-30,2371007000.0,14505245000.0,3625968000.0,696570000.0,9834214000.0,4873492000.0,4529563000.0,6490355000.0,410652000.0,
4538.TWO,Industrials,Taiwan,大詠城,TWD,1093184000,19.0,2023-12-15 13:20:43,15.96,2023-09-30,92104000.0,1002867000.0,45772000.0,45772000.0,485813000.0,92067000.0,445203000.0,294850000.0,,
4540.TW,Industrials,Taiwan,全球傳動,TWD,3092660992,32.5,2023-12-15 13:30:23,35.411,2023-09-30,142953000.0,8163757000.0,4055938000.0,3174002000.0,4254351000.0,1573253000.0,3665563000.0,560387000.0,,
4541.TWO,Industrials,Taiwan,晟田,TWD,2130880512,31.5,2023-12-15 13:30:16,23.241,2023-09-30,8243000.0,3932038000.0,2106875000.0,1304111000.0,1701389000.0,1037127000.0,2099567000.0,979170000.0,,
4542.TWO,Industrials,Taiwan,科嶠,TWD,1791817472,55.5,2023-12-15 13:30:16,19.874,2023-09-30,105699000.0,1411947000.0,324463000.0,207305000.0,952468000.0,494168000.0,380535000.0,354463000.0,5803000.0,
4543.TWO,Consumer Cyclical,Taiwan,萬在,TWD,2757463296,49.2,2023-12-15 13:30:16,29.608,2023-09-30,162444000.0,2463282000.0,572667000.0,212329000.0,1179825000.0,550032000.0,1097612000.0,715232000.0,,
4545.TW,Industrials,Taiwan,銘鈺,TWD,2306150144,29.95,2023-12-15 13:30:32,24.657,2023-09-30,174433000.0,3138894000.0,738108000.0,230921000.0,1815561000.0,921535000.0,1262954000.0,1001618000.0,,
4549.TWO,Technology,Taiwan,桓達,TWD,4996756480,91.2,2023-12-15 13:30:16,29.768,2023-09-30,362711000.0,2177577000.0,189404000.0,167867000.0,1266920000.0,229005000.0,756530000.0,737888000.0,104000.0,
4550.TWO,Industrials,Taiwan,長佳,TWD,1360312064,35.95,2023-12-15 13:30:15,22.486,2023-09-30,147407000.0,2117966000.0,311159000.0,61000.0,1287319000.0,1012368000.0,384395000.0,460389000.0,,
4551.TW,Consumer Cyclical,Taiwan,智伸科,TWD,15094081536,131.0,2023-12-15 13:30:15,66.681,2023-09-30,1058320000.0,13311201000.0,2907656000.0,100631000.0,7557743000.0,4622397000.0,5651312000.0,2853522000.0,,
4552.TW,Industrials,Cayman Islands,力達-KY,TWD,3677200128,31.7,2023-12-15 13:30:01,51.229,2023-09-30,623096000.0,8024500000.0,390728000.0,,4372356000.0,1487086000.0,3480347000.0,2906371000.0,,
4554.TWO,Technology,Taiwan,橙的,TWD,688473600,29.55,2023-12-15 13:30:15,18.305,2023-09-30,4771000.0,659520000.0,106226000.0,2273000.0,553454000.0,229152000.0,27640000.0,286491000.0,,
4555.TW,Technology,Taiwan,氣立,TWD,3999360256,57.7,2023-12-15 13:30:33,41.331,2023-09-30,36563000.0,4513933000.0,1319266000.0,981657000.0,2141708000.0,573972000.0,2270173000.0,662611000.0,92651000.0,
4556.TWO,Industrials,Taiwan,旭然,TWD,1214636032,29.0,2023-12-14 09:20:18,20.218,2023-09-30,49388000.0,1693601000.0,752582000.0,177575000.0,695972000.0,650346000.0,970936000.0,241522000.0,936000.0,
4557.TW,Consumer Cyclical,Taiwan,永新-KY,TWD,4826757120,115.0,2023-12-15 13:30:25,44.213,2023-09-30,520798000.0,3981494000.0,909341000.0,28865000.0,2828022000.0,1676216000.0,1117437000.0,1068035000.0,189839000.0,
4558.TWO,Basic Materials,Taiwan,寶緯,TWD,1307500032,26.15,2023-12-15 12:54:33,17.958,2023-09-30,56616000.0,2216031000.0,998997000.0,475651000.0,1436929000.0,838803000.0,743266000.0,244421000.0,,
4560.TW,Industrials,China,強信-KY,TWD,2471921152,36.3,2023-12-15 13:30:27,25.678,2023-09-30,121795000.0,2233441000.0,194066000.0,,1442806000.0,448292000.0,693886000.0,542644000.0,,
4561.TWO,Industrials,Taiwan,健椿,TWD,2124334080,36.3,2023-12-15 13:30:14,20.825,2023-09-30,174912000.0,2422672000.0,874151000.0,573955000.0,1098039000.0,607471000.0,1296811000.0,583325000.0,,
4562.TW,Industrials,Taiwan,穎漢,TWD,1365717632,15.6,2023-12-15 13:30:31,12.336,2023-09-30,-9286000.0,2357616000.0,963081000.0,423107000.0,1386079000.0,785800000.0,911912000.0,251335000.0,10721000.0,
4563.TWO,Industrials,Taiwan,百德,TWD,2621115136,47.7,2023-12-15 13:30:14,25.278,2023-09-30,211837000.0,3956680000.0,1654298000.0,919878000.0,2724912000.0,1546670000.0,600524000.0,732592000.0,,
4564.TW,Consumer Cyclical,Taiwan,元翎,TWD,4866912256,24.0,2023-12-15 13:30:28,21.861,2023-09-30,-264856000.0,8137145000.0,3350668000.0,2939870000.0,2209448000.0,762608000.0,5879031000.0,1288454000.0,,
4566.TW,Industrials,Taiwan,時碩工業,TWD,4449373184,54.0,2023-12-15 13:30:12,40.437,2023-09-30,420776000.0,8599636000.0,3140539000.0,1534644000.0,4812330000.0,2925856000.0,3308764000.0,2113704000.0,,
4568.TWO,Industrials,Taiwan,科際精密,TWD,1733098496,54.3,2023-12-15 13:21:48,32.876,2023-09-30,17572000.0,1650435000.0,39580000.0,4372000.0,1031129000.0,382693000.0,550562000.0,559066000.0,,
