ticker,sector,marketCap,asOfDate,currencyCode,TotalDebt,LongTermDebt,CurrentAssets,CurrentLiabilities,NetPPE,EBIT,CashCashEquivalentsAndShortTermInvestments,enterpriseValue,priceToBook
2009.TW,,,2021-12-31,TWD,1259009000.0,,2336960000.0,1568857000.0,1067173000.0,38725000.0,236888000.0,,
2010.TW,,,2021-12-31,TWD,7811474000.0,87500000.0,16449439000.0,10235983000.0,5380319000.0,322494000.0,1345101000.0,,
2012.TW,,,2021-12-31,TWD,5282936000.0,3601829000.0,8479764000.0,3789447000.0,3213796000.0,293524000.0,1079167000.0,,
2013.TW,,,2021-12-31,TWD,4249054000.0,299769000.0,9939177000.0,7809861000.0,2314201000.0,261343000.0,936182000.0,,
2014.TW,,,2021-12-31,TWD,10061786000.0,4435966000.0,17052944000.0,9828452000.0,10227844000.0,1178361000.0,2681335000.0,,
2015.TW,,,2022-03-31,TWD,889848000.0,,14410998000.0,7162843000.0,9235423000.0,1148113000.0,3667072000.0,,
2017.TW,,,2021-12-31,TWD,4628819000.0,1815836000.0,4288491000.0,3237805000.0,3626967000.0,152111000.0,1558752000.0,,
2020.TW,,,2021-12-31,TWD,3665675000.0,20152000.0,4896581000.0,3540286000.0,1626376000.0,109482000.0,710434000.0,,
2022.TW,,,2021-12-31,TWD,1831348000.0,0.0,4805534000.0,2367501000.0,3048098000.0,-135504000.0,1147158000.0,,
2023.TW,,,2021-12-31,TWD,48889401000.0,32027032000.0,28894529000.0,29476752000.0,47347959000.0,1586715000.0,8630497000.0,,
2024.TW,,,2021-12-31,TWD,495684000.0,45857000.0,905103000.0,697950000.0,1088647000.0,36550000.0,177165000.0,,
2027.TW,,,2021-12-31,TWD,46502564000.0,26020571000.0,76343511000.0,20340835000.0,20737721000.0,4944086000.0,16091229000.0,,
2028.TW,,,2021-12-31,TWD,2224346000.0,1529132000.0,4788893000.0,2264301000.0,3436681000.0,561324000.0,221988000.0,,
2029.TW,,,2021-12-31,TWD,247175000.0,,8413339000.0,1498076000.0,2477777000.0,400590000.0,4083294000.0,,
2030.TW,,,2021-12-31,TWD,7952267000.0,2393905000.0,9641081000.0,6625658000.0,4627215000.0,657170000.0,1625807000.0,,
2031.TW,,,2021-12-31,TWD,12150035000.0,4788609000.0,14467615000.0,9334158000.0,3826637000.0,706079000.0,3167464000.0,,
2032.TW,,,2021-12-31,TWD,164341000.0,,1453285000.0,259017000.0,574756000.0,-2570000.0,228612000.0,,
2033.TW,,,2021-12-31,TWD,200487000.0,,544840000.0,247977000.0,460069000.0,5480000.0,57646000.0,,
2034.TW,,,2021-12-31,TWD,7133149000.0,1556132000.0,10460877000.0,7954827000.0,4793568000.0,648472000.0,1663929000.0,,
2038.TW,,,2021-12-31,TWD,3418193000.0,1075357000.0,3831718000.0,3648018000.0,4012574000.0,170873000.0,592089000.0,,
2049.TW,,,2021-12-31,TWD,10948929000.0,5378148000.0,18553372000.0,13852541000.0,28025371000.0,679663000.0,5435948000.0,,
2059.TW,,,2021-12-31,TWD,1535686000.0,452357000.0,12151398000.0,1679618000.0,3070603000.0,779200000.0,9420986000.0,,
2062.TW,,,2021-12-31,TWD,5977726000.0,2989692000.0,6451166000.0,4111995000.0,7389513000.0,177977000.0,541871000.0,,
2069.TW,,,2021-12-31,TWD,5879552000.0,2308416000.0,6449005000.0,4509173000.0,4146753000.0,339893000.0,574638000.0,,
2101.TW,,,2021-12-31,TWD,16691591000.0,7336435000.0,23481493000.0,17878663000.0,8513244000.0,-534978000.0,6264385000.0,,
2102.TW,,,2021-12-31,TWD,5208442000.0,3810069000.0,4924485000.0,1784319000.0,6379876000.0,-436883000.0,1388060000.0,,
2103.TW,,,2021-12-31,TWD,7596502000.0,2286141000.0,15463097000.0,8548784000.0,11022125000.0,971506000.0,4472457000.0,,
2104.TW,,,2021-12-31,TWD,13644347000.0,3585464000.0,28342201000.0,14666805000.0,17383392000.0,3575935000.0,19828417000.0,,
2105.TW,,,2021-12-31,TWD,39006825000.0,28765160000.0,59815886000.0,35341395000.0,86468604000.0,1415960000.0,25968558000.0,,
2106.TW,,,2021-12-31,TWD,18210547000.0,13816068000.0,25419703000.0,11942039000.0,16269144000.0,40779000.0,7907488000.0,,
2107.TW,,,2021-12-31,TWD,704842000.0,,8863248000.0,930236000.0,845166000.0,175142000.0,6342639000.0,,
2108.TW,,,2021-12-31,TWD,275396000.0,21667000.0,16812183000.0,3591082000.0,2960660000.0,1031568000.0,13405371000.0,,
2109.TW,,,2021-12-31,TWD,2336456000.0,1554316000.0,3831614000.0,1925586000.0,3428581000.0,177111000.0,1535460000.0,,
2114.TW,,,2021-12-31,TWD,159526000.0,,2468382000.0,510353000.0,1105119000.0,195988000.0,1736100000.0,,
2115.TW,,,2021-12-31,TWD,1255529000.0,1019304000.0,2774809000.0,900615000.0,2286500000.0,135646000.0,1170240000.0,,
2201.TW,,,2021-12-31,TWD,221754052000.0,18766506000.0,234854492000.0,226995138000.0,38214915000.0,2741444000.0,22819382000.0,,
2204.TW,,,2021-12-31,TWD,2559808000.0,68750000.0,19520745000.0,6765189000.0,6473306000.0,1169803000.0,12301935000.0,,
2206.TW,,,2021-12-31,TWD,18007113000.0,9171524000.0,22122077000.0,16653583000.0,13407687000.0,481478000.0,11444396000.0,,
2207.TW,,,2021-12-31,TWD,192068343000.0,4736583000.0,249589847000.0,228560880000.0,57056195000.0,5941695000.0,36689700000.0,,
2208.TW,,,2021-12-31,TWD,14271320000.0,4309557000.0,24052542000.0,20452886000.0,16247974000.0,26393000.0,2769769000.0,,
2211.TW,,,2021-12-31,TWD,4163490000.0,3194646000.0,12690949000.0,4869506000.0,3246565000.0,442599000.0,4346562000.0,,
2227.TW,,,2021-12-31,TWD,689014000.0,,5203802000.0,2321931000.0,2402939000.0,1004931000.0,4591485000.0,,
2228.TW,,,2021-12-31,TWD,726424000.0,324701000.0,3291379000.0,861365000.0,1947562000.0,45119000.0,1559657000.0,,
2231.TW,,,2021-12-31,TWD,3547762000.0,1116319000.0,6159753000.0,3759791000.0,1900669000.0,90576000.0,2313356000.0,,
2233.TW,,,2021-12-31,TWD,1026592000.0,317764000.0,2966607000.0,1255351000.0,1705916000.0,118618000.0,1627989000.0,,
2236.TW,,,2021-12-31,TWD,578729000.0,128588000.0,1608360000.0,558955000.0,509496000.0,22743000.0,742258000.0,,
2239.TW,,,2021-12-31,TWD,9692645000.0,3524630000.0,16694156000.0,12650199000.0,11418234000.0,655243000.0,3401421000.0,,
2241.TW,,,2021-12-31,TWD,1082892000.0,736143000.0,1113038000.0,541674000.0,1761512000.0,-55723000.0,283825000.0,,
2243.TW,,,2021-12-31,TWD,1169899000.0,21117000.0,2732279000.0,2940321000.0,1240218000.0,-19523000.0,252289000.0,,
2247.TW,,,2021-12-31,TWD,3390551000.0,,11543285000.0,4798766000.0,7871170000.0,430111000.0,5563807000.0,,
2250.TW,,,2021-12-31,TWD,678576000.0,264774000.0,2235337000.0,1191599000.0,887702000.0,46773000.0,865867000.0,,
2301.TW,,,2022-03-31,TWD,28452247000.0,,150602378000.0,110997393000.0,21045941000.0,2715616000.0,76150823000.0,,
2302.TW,,,2021-12-31,TWD,121180000.0,,566969000.0,272767000.0,527774000.0,21160000.0,188155000.0,,
2303.TW,,,2021-12-31,TWD,46822473000.0,39829595000.0,233273433000.0,105453729000.0,145391422000.0,18671129000.0,170904170000.0,,
2305.TW,,,2021-12-31,TWD,313505000.0,,1293237000.0,283893000.0,736507000.0,21121000.0,1007663000.0,,
2308.TW,,,2022-03-31,TWD,47019420000.0,42072475000.0,201707992000.0,103655143000.0,82282579000.0,8612901000.0,54904761000.0,,
2312.TW,,,2021-12-31,TWD,43774390000.0,12444468000.0,69611948000.0,66273550000.0,24185397000.0,194148000.0,8661074000.0,,
2313.TW,,,2021-12-31,TWD,15817711000.0,14602409000.0,37184729000.0,20886672000.0,33771150000.0,2693459000.0,11038179000.0,,
2314.TW,,,2021-12-31,TWD,2635269000.0,628437000.0,4563530000.0,3281470000.0,1051553000.0,-144177000.0,1165261000.0,,
2316.TW,,,2021-12-31,TWD,3101675000.0,1909392000.0,5696247000.0,3390189000.0,2468461000.0,185689000.0,2387321000.0,,
2317.TW,,,2021-12-31,TWD,871551778000.0,275599568000.0,3034417286000.0,1997680271000.0,350367501000.0,66743945000.0,1108888895000.0,,
2321.TW,,,2021-12-31,TWD,930490000.0,200000000.0,1083023000.0,1099856000.0,286928000.0,9715000.0,639632000.0,,
2323.TW,,,2021-12-31,TWD,2790273000.0,1925000000.0,13123459000.0,3395309000.0,5001753000.0,291724000.0,7581619000.0,,
2324.TW,,,2021-12-31,TWD,146014287000.0,9219032000.0,487115390000.0,402242095000.0,30056582000.0,4875329000.0,75562857000.0,,
2327.TW,,,2021-12-31,TWD,86041956000.0,40592896000.0,89607132000.0,78023944000.0,44101739000.0,6525946000.0,48128298000.0,,
2328.TW,,,2021-12-31,TWD,1259124000.0,,18307396000.0,9832739000.0,2472011000.0,445849000.0,6253121000.0,,
2329.TW,,,2022-03-31,TWD,1366449000.0,535587000.0,8699301000.0,5177030000.0,5639442000.0,471723000.0,3174199000.0,,
2330.TW,,,2021-12-31,TWD,753631900000.0,613379700000.0,1607072900000.0,758352800000.0,2007853100000.0,182772000000.0,1204913700000.0,,
2331.TW,,,2021-12-31,TWD,1553898000.0,,18284392000.0,12986433000.0,3277801000.0,137636000.0,5775185000.0,,
2332.TW,,,2021-12-31,TWD,440462000.0,,10109933000.0,4589921000.0,1252900000.0,450525000.0,2474424000.0,,
2337.TW,,,2022-03-31,TWD,12997857000.0,8807923000.0,39706375000.0,17801326000.0,33975019000.0,3453996000.0,18578314000.0,,
2338.TW,,,2021-12-31,TWD,9341330000.0,4308857000.0,8435838000.0,6369661000.0,4794876000.0,245814000.0,6324077000.0,,
2340.TW,,,2021-12-31,TWD,552298000.0,0.0,7683483000.0,2246692000.0,2880668000.0,157939000.0,5002657000.0,,
